id,title,rank,keyword_Location,keyword_Candidate,cluster,clusterLabel
918962958,"Background Oil palm fiber, Close up Oil palm fiber under the microscope for Chemical analysis  in Lab.",908,Thailand|Al-Dura,,other,Other
1147902353,hand holding garbage black bag putting in to trash,909,,,other,Other
1275785261,Junk food isolated on white background,910,,,other,Other
1418944873,A set of disposable plastic utensils.,911,Russia,,other,Other
1130393002,"Reusable cotton shopping bag and plastic bag, plastic free and zero waste concept",912,Australia,,other,Other
1216812002,Cropped view of female hands peeling potato over Food waste disposer machine in sink in modern kitchen,913,Russia,,household_waste,Household waste
1041313968,"African american woman holding donut at home with open hand doing stop sign with serious and confident expression, defense gesture",914,USA|Spain,,other,Other
1160204517,Making compost from vegetable leftovers,915,Serbia,,household_waste,Household waste
1297236825,Anonymous Young Caucasian Man Holding a Plastic Garbage Bag in a Kitchen,916,Serbia,,leftovers,Leftovers
1365809216,Plastic products in transparent cups and containers taken on a dark background,917,Japan,,other,Other
1434176230,Expired Organic bio waste. Mix Vegetables and fruits in a rubbish bin container. Heap of Compost from vegetables or food for animals. Close up filled frame,918,Israel,,fruit_vegetables_production,Fruit vegetables production
1201164431,Male hand adding a biodegradable teabag to a compost heap,919,Germany,,compost,Compost
1298177570,A bunch of plastic rubbish that cannot be recycled.,920,Bulgaria,,other,Other
912925664,Rotten Tomatoes Food Wastage Close-Up,921,Africa|South Africa|Cape Town,,fruit_vegetables_production,Fruit vegetables production
1396604252,Sorting food waste at home,922,Austria,,household_waste,Household waste
1462187540,hand throws banana peel into bio-waste compartment,923,Austria,,household_waste,Household waste
998747768,"Fresh milk being poured down a stainless steel sink, waste",924,UK,,leftovers,Leftovers
1344671937,Stain of chemical or motor oil spilling on concrete ground.,925,Thailand,,other,Other
484397784,Scraping leftover food from a bowl into a garbage bag,926,,,leftovers,Leftovers
1301169523,Mother with toddler adding food remains to compost bin,927,UK|London - England,,other,Other
962947122,Used Coffee mug - symbol for pollution.,928,Germany,,other,Other
453481285,Turkey Leftovers after Thanksgiving dinner,929,,,leftovers,Leftovers
1306004967,Composting Love,930,Canada,,other,Other
1160205084,Healthy food preparation,931,Serbia,,household_waste,Household waste
1388809986,"Splattered rotten tomatoes isolated on white. Moldy, splashed and spoiled tomato.",932,Germany,,other,Other
1185831317,Little boys throwing out segregated trash to garbage bins,933,Italy,,other,Other
1362794052,Closeup of handful of beer bagasse in male hands,934,,,other,Other
1318063735,Composting Food Scraps at Home,935,Indonesia,,compost,Compost
1299966542,crumpled ball of brown sheet of parchment paper isolated on white background,936,Ukraine,,other,Other
1278764623,Garbage dump with scrap environmental destruction of nature,937,Germany,,other,Other
157570004,Garden Compost Bin,938,,,compost,Compost
1166420618,Plastic bowl disposable top view,939,Thailand,,other,Other
1153230289,Food delivery service - woman with groceries box on gray background,940,Latvia,,other,Other
1208359069,"Ecosystem and healthy environment concepts and background, Garbage pile in trash dump or landfill, Aerial view garbage trucks unload garbage to a landfill, global warming.",941,Thailand,,other,Other
1361962592,Food discarded by a homeless person,942,USA,,leftovers,Leftovers
1268778808,Discarded apples,943,Sweden,,fruit_vegetables_production,Fruit vegetables production
1160204240,Making compost from leftovers,944,Serbia,,fruit_vegetables_consumption,Fruit vegetables consumption
1432563264,Large bunch of green lettuce leaves under conveyor outdoors,945,,,other,Other
538858181,Food waste,946,,,other,Other
1196307751,Banana peel isolated white background,947,China - East Asia,,other,Other
1147842455,food wastage commonly seems in hotels and party events,948,United Arab Emirates|Persian Gulf Countries|Africa,,leftovers,Leftovers
1321401174,Woman Composting Kitchen Waste,949,Indonesia,,other,Other
1337699692,"Messy Food after meal, waste, leftover food on plate, backyard barbecue outdoors finish",950,Russia,,leftovers,Leftovers
1323303649,Rubbish and garbage in skip for disposal at dump site,951,UK,,dumpsites,Dumpsites
1181813515,Spoon full of micro plastics.,952,,,other,Other
1386720480,"Spoiled rotten tomatoes, rot mold on vegetables, pile organic bio waste.",953,Ukraine,,fruit_vegetables_production,Fruit vegetables production
1313998572,"Fast food, people, emotions concept. Smiling young woman in bright yellow trendy suit and sneakers, in love with junk food, holding burger gesturing thumb up on yellow studio background",954,Ukraine,,other,Other
1346113719,Domestic waste for compost from fruits and vegetables. Woman  throws garbage.,955,Canada,,other,Other
1278919286,Rotten apples as discarded garbage lie on the ground in the city along the road,956,Russia,,fruit_vegetables_production,Fruit vegetables production
1323094367,African american young woman making compost from leftovers. Sustainability concept.,957,Brazil,,household_waste,Household waste
172663177,Compost 1,958,,,fruit_vegetables_consumption,Fruit vegetables consumption
601134810,Odd shaped carrots on white cardboard,959,,,other,Other
483046065,crumpled metal tin can on white background,960,,,other,Other
667809526,Watermelon rotten in the garbage.,961,Thailand,,fruit_vegetables_production,Fruit vegetables production
1290569653,Slices of old pepperoni,962,United Arab Emirates|Persian Gulf Countries,,other,Other
1338708403,Gloved young man in uniform holding fast food,963,,,other,Other
1070871224,Romaine lettuce contamination with E coli,964,Canada,,other,Other
506506152,Concerned Woman Looking At Pre Packaged Meat,965,,,leftovers,Leftovers
1246479129,Organic food wastes,966,,,other,Other
469958611,Rotten Raspberries,967,,,fruit_vegetables_production,Fruit vegetables production
1052381294,Dried tomatoes. Bad harvest. Unsatisfactory results of growing organic vegetables,968,Ukraine,,other,Other
1145647580,A young woman drinks green smoothies and eats a burger in a vegan fast food restaurant,969,,,other,Other
1296028663,cubes with message ZERO WASTE - 3d illustration,970,Germany,,other,Other
1309613532,"White plastic cup disposable catchup bowl isolated on white background. Front view, mockup",971,USA,,other,Other
1321378212,Rotted wood from a deck piled up on the ground next to garbage pales,972,USA,,other,Other
1147404639,"Woman with burger in hand, making bad and disgusting face, concept of the bad spoiled food and problems with digestion",973,,,other,Other
1277627549,Throwing Food Remains in the Bucket Bin for Composting,974,Serbia,,other,Other
1398327438,"big mess in young boy's room, scattered things, unmade bed, food on floor",975,Georgia - Country,,other,Other
1151845530,Clogged and dirty waste-sink in the kitchen.,976,Czech Republic,,other,Other
1218040860,"Girl holding mesh shopping bag full of vegetables and taking from inside a fresh lettuce from the farm. Sustainable, zero waste and plastic free lifestyle. Save the planet concept",977,Spain,,other,Other
1300384787,Girl hands with coconut heart on eco-friendly flatlay with eco-friendly beauty products plastic free life,978,Russia,,other,Other
662267744,Closeup portrait child boy with disgust on face,979,USA,,other,Other
165981491,colorful stacked Barrels in front of the sky,980,,,other,Other
1043539556,concept of global pollution. The sea full of garbage on the background of nature. Save the planet.,981,Ukraine,,other,Other
1391921216,Person is using kitchen scraps as plant fertilizer,982,,,household_waste,Household waste
1096558400,Interior of zero waste shop.,983,Slovakia,,other,Other
909431828,Green compost bucket,984,Netherlands,,other,Other
1180010976,"Mesh bag with fruits, vegetables. Zero waste, plastic free concept",985,Spain,,other,Other
1158392469,Students grilling on a meadow in summer,986,Nuremberg|Germany,,other,Other
526496237,Thanksgiving Turkey Bones,987,,,leftovers,Leftovers
1160204546,Healthy food preparation,988,Serbia,,other,Other
1497705229,Eaten food on the table stock photo,989,USA|Persian Gulf Countries|Africa,,leftovers,Leftovers
485266468,garbage bucket at the kitchen,990,,,household_waste,Household waste
1146005028,Oil left,991,Kas|Japan,,leftovers,Leftovers
1251473837,Overflowing trash can in the public park on sunset.The plastic pollution.,992,,,other,Other
801826846,Wrinkled peel of vegetable isolated white background.,993,Italy,,other,Other
1125785933,crispy potato chips snack texture background top view,994,Thailand,,other,Other
1360219993,Collecting Vegetable Leftovers For Compost,995,Serbia,,household_waste,Household waste
1223994563,"Vegetable, fruit and coffee ground food waste composts in a backyard backyard",996,Canada,,fruit_vegetables_consumption,Fruit vegetables consumption
1148859700,"Environmental conservation concept - rubbish prepared for recycling, cardboard, plastic, metal, glass",997,Italy,,other,Other
1424551915,landfill basin,998,Yogyakarta|Indonesia|Asia,,dumpsites,Dumpsites
1452656646,"Dirt bag, housework and children taking trash to throw in bin after cleaning, chores and housekeeping. Child development, housekeeping and young kids with garbage, food waste and rubbish in backyard",999,South Africa,,other,Other
1314708634,Leftover food and vegetables on the large plate after eating seafood party in the restaurant.,1000,Thailand,,leftovers,Leftovers
