query,cluster,text,videosNumber,ids,querySlug
water purifier,10,drinkwater,4,7076285563015367962|7160446150909201691|7204013840416263450|7203969391912946970,water-purifier
water purifier,10,water,42,7090844842036710682|7101937974186724634|7097859899824049435|7112013030690393371|7111510711758572827|7137943294033644827|7137516705739279643|7136493925375675675|7135659743078518043|7160446150909201691|7160247861874068763|7160245129943551258|7169486021493607706|7181087556195339547|7194701201462611227|7194371592569244955|7193162043619331355|7203969391912946970|7215808744943291653|7239331128971234566|7238816293040688389|7238411719129795845|7238239204587621638|7249732336600747270|7249395974827707654|7261891269272603909|7261752276358794502|7261561356174904581|7261560194646215942|7260477810874092805|7284638252248747269|7284092801292258565|7283805429140819206|7283798503774555398|7283778604545182981|7283778183894273286|7283778137299635461|7295982675435818245|7295973919121526022|7307145542436441349|7318393182319054085|7318192365926124805,water-purifier
water purifier,10,waterpurifiers,3,7103461544561806618|7136493925375675675|7182046508735384859,water-purifier
water purifier,10,ivowaterpurifier,4,7103461544561806618|7118612662866480410|7261595777368182022|7260060413054831877,water-purifier
water purifier,10,smartwater,3,7101937974186724634|7114540065296059674|7108627202312244507,water-purifier
water purifier,10,waterdispenser,9,7101937974186724634|7096688616532905243|7111217593725291802|7108627202312244507|7148731444817317147|7145703338456272155|7159041797526752538|7307145542436441349|7318192365926124805,water-purifier
water purifier,10,numawater,3,7114540065296059674|7111217593725291802|7108627202312244507,water-purifier
water purifier,10,waterislife,3,7112013030690393371|7249580616142851334|7249579490530086149,water-purifier
water purifier,10,drinkingwater,7,7111510711758572827|7146739173515382043|7204269488471084315|7239331128971234566|7239306494192160006|7248544005816896774|7295973919121526022,water-purifier
water purifier,10,purifiedwater,3,7119557594766724379|7146739173515382043|7318192365926124805,water-purifier
water purifier,10,splashproof,3,7146951219393662235|7193822997180861722|7216863165873671429,water-purifier
water purifier,10,showerfaucet,5,7171717336251092251|7182872752339045658|7182489228096359707|7182486866078256411|7216863165873671429,water-purifier
water purifier,10,faucetshower,4,7171394455692430619|7307210830309788934|7318672971676126470|7317933526412741893,water-purifier
water purifier,10,waterpurifierph,3,7226861591977872645|7226733014108163333|7239331128971234566,water-purifier
water purifier,11,amway,5,7084213030065671450|7125828784703507739|7125061976807509275|7125050137323326746|7137943294033644827,water-purifier
water purifier,11,alkaline,4,7194701201462611227|7261752276358794502|7261561356174904581|7261560194646215942,water-purifier
water purifier,11,alcaline,3,7283778604545182981|7283778183894273286|7283778137299635461,water-purifier
water purifier,12,tiktokph,24,7096792665143971099|7115021112416816385|7114134552506879233|7111956717306465562|7123019713378094363|7121916046629506305|7121907860296043777|7120427906655997186|7135235094666628354|7160247861874068763|7170192269037849883|7182872752339045658|7182489228096359707|7182486866078256411|7182046508735384859|7181058476662099226|7194757904602320154|7193304317263154459|7203738128698379546|7215748091641662726|7227063761322904837|7226630577800170758|7238411719129795845|7261752276358794502,water-purifier
water purifier,12,tiktokid,7,7115021112416816385|7114134552506879233|7111956717306465562|7121916046629506305|7121907860296043777|7120427906655997186|7135235094666628354,water-purifier
water purifier,12,sgtiktok,7,7115021112416816385|7114134552506879233|7111956717306465562|7121916046629506305|7121907860296043777|7120427906655997186|7135235094666628354,water-purifier
water purifier,12,tiktoksg,7,7115021112416816385|7114134552506879233|7111956717306465562|7121916046629506305|7121907860296043777|7120427906655997186|7135235094666628354,water-purifier
water purifier,12,tiktokshop,24,7136147646581853466|7149073668985867546|7149027258869632282|7149026848574410011|7148680975961066778|7160616788206652699|7160247861874068763|7159854211751054618|7171275037540977946|7182872752339045658|7182489228096359707|7182486866078256411|7181058476662099226|7193162043619331355|7204754186628533530|7216806644888456453|7215748091641662726|7215736023765060891|7261752276358794502|7295945096556563718|7295905888592743686|7295735452282178821|7318444348016823557|7318105127670467845,water-purifier
water purifier,12,viraltiktok,5,7148410234552241434|7169131214782172442|7261943822282689798|7296164571692190981|7318393182319054085,water-purifier
water purifier,12,tiktokbudol,9,7148410234552241434|7160247861874068763|7171275037540977946|7182872752339045658|7182489228096359707|7182486866078256411|7261752276358794502|7284092801292258565|7318444348016823557,water-purifier
water purifier,12,tiktokaffiliatemarketing,7,7147791881622113563|7194371592569244955|7194077795587198234|7216863165873671429|7215866909596814598|7261752276358794502|7318105127670467845,water-purifier
water purifier,12,tiktokbudolfinds,7,7160616788206652699|7160247861874068763|7179090572299308290|7204109274119703834|7216101458893098246|7226948981463551238|7238185393634512133,water-purifier
water purifier,12,learnitontiktok,4,7160247861874068763|7158762568692157722|7317896212647120133|7317892128330321158,water-purifier
water purifier,12,tiktokaffiliate,9,7160247861874068763|7194077795587198234|7227312120927505669|7238375084946246917|7261752276358794502|7283847025601350917|7283791414180498693|7296164571692190981|7317934776890035461,water-purifier
water purifier,12,tiktokfind,3,7159854211751054618|7216863165873671429|7216101458893098246,water-purifier
water purifier,12,learnontiktok,4,7159708764558331162|7182872752339045658|7182489228096359707|7182486866078256411,water-purifier
water purifier,12,tiktokfinds,18,7159172900107406619|7182872752339045658|7182489228096359707|7182486866078256411|7182046508735384859|7194781965902482715|7193304317263154459|7204109274119703834|7215748091641662726|7226707131263683845|7249675217964993798|7261943822282689798|7261752276358794502|7284256219441679622|7284254583872949509|7283847025601350917|7283791414180498693|7318444348016823557,water-purifier
water purifier,12,tiktokphilippines🇵🇭,4,7169827411914181915|7238375084946246917|7283799875265776901|7295945096556563718,water-purifier
water purifier,12,tiktokphilippines,7,7182872752339045658|7182489228096359707|7182486866078256411|7194371592569244955|7203738128698379546|7215866909596814598|7261752276358794502,water-purifier
water purifier,12,tiktokmom,3,7182872752339045658|7182489228096359707|7182486866078256411,water-purifier
water purifier,12,tiktok,19,7194077795587198234|7204582260874480922|7216629570756283653|7215748091641662726|7227749022423895302|7227649188257991941|7227646970163105030|7227646548094520581|7238999955770281222|7261752276358794502|7260479176585563397|7296164571692190981|7306384170803252485|7306346506406169861|7305931987234131206|7305778507085319430|7305776325514579206|7305771105778748678|7317934776890035461,water-purifier
water purifier,12,tiktokviral,3,7216806644888456453|7215748091641662726|7318384790867053829,water-purifier
water purifier,12,tiktoknews,4,7283798503774555398|7305778507085319430|7305776325514579206|7305771105778748678,water-purifier
water purifier,13,waterfilters,3,7087367794047651098|7148813394793991450|7204405951695162651,water-purifier
water purifier,13,waterfilter,53,7101937974186724634|7114540065296059674|7108627202312244507|7136493925375675675|7134990467921480986|7149073668985867546|7148813394793991450|7160653143846604058|7160616788206652699|7160247861874068763|7158081368503733530|7182872752339045658|7182489228096359707|7182486866078256411|7194371592569244955|7194337097577221402|7194299169182469402|7194040284164918554|7193304317263154459|7204405951695162651|7204269488471084315|7204109274119703834|7216535845497490693|7238411719129795845|7249732336600747270|7260059439342882053|7273585258673704197|7273449741768232197|7284452308379798789|7284256219441679622|7284254583872949509|7283847025601350917|7283791414180498693|7283778604545182981|7283778183894273286|7283778137299635461|7296255285864221957|7296103485290843398|7295972207631748358|7295737862899764486|7295597309734292741|7307210830309788934|7307149118047096069|7307145542436441349|7306066458176490758|7305778507085319430|7305776325514579206|7305771105778748678|7318755760828239110|7318604242829430022|7318339510767586565|7318312951348219142|7318192365926124805,water-purifier
water purifier,13,uvfilter,4,7100529085218065691|7113034312546536730|7111510711758572827|7121505602743979291,water-purifier
water purifier,13,faucetfilter,8,7133839995760135450|7148813394793991450|7160616788206652699|7158005468495891739|7171050435829140763|7216101458893098246|7296164571692190981|7305931987234131206,water-purifier
water purifier,13,filter,9,7148813394793991450|7170160002601192731|7169486021493607706|7194701201462611227|7192913362898947354|7318672971676126470|7318339510767586565|7317933526412741893|7317904204897520902,water-purifier
water purifier,14,foryoupage,44,7052335732639141146|7050471018376269083|7049346554930416923|7087367794047651098|7082711342452329754|7103461544561806618|7097874009261444379|7097859899824049435|7115021112416816385|7114134552506879233|7111956717306465562|7111217593725291802|7121916046629506305|7121907860296043777|7120427906655997186|7137516705739279643|7135391661005278490|7135235094666628354|7148813394793991450|7148048484623469851|7158081368503733530|7171717336251092251|7168707184191081729|7182046508735384859|7181058476662099226|7180324386535132443|7194371592569244955|7194077795587198234|7204269488471084315|7204109274119703834|7203738128698379546|7216587358798417157|7215748091641662726|7215736023765060891|7227312120927505669|7226707131263683845|7226630577800170758|7305778507085319430|7305776325514579206|7305771105778748678|7318496855296429318|7318444348016823557|7318393182319054085|7318105127670467845,water-purifier
water purifier,14,foryourpage,10,7068462620583415066|7065989175471869186|7080480499541478683|7097874009261444379|7160616788206652699|7171649651681070363|7169131214782172442|7194701201462611227|7192913362898947354|7318393182319054085,water-purifier
water purifier,14,foryou,48,7065989175471869186|7087367794047651098|7083861208725572890|7082711342452329754|7103461544561806618|7097874009261444379|7097859899824049435|7096792665143971099|7114540065296059674|7112013030690393371|7108627202312244507|7123009978956320001|7137940019653659931|7137516705739279643|7148813394793991450|7148048484623469851|7160653143846604058|7171717336251092251|7169827411914181915|7181529161951907099|7180324386535132443|7194337097577221402|7193304317263154459|7193162043619331355|7204269488471084315|7203738128698379546|7216863165873671429|7216587358798417157|7215808744943291653|7215748091641662726|7215736023765060891|7226733014108163333|7238547434094333190|7238411719129795845|7249732336600747270|7249335371266542854|7261752276358794502|7261595777368182022|7273120995756494085|7295982675435818245|7295973919121526022|7305778507085319430|7305776325514579206|7305771105778748678|7318496855296429318|7318393182319054085|7318105127670467845|7317948289448512774,water-purifier
water purifier,15,investment,3,7182299504303934746|7216629570756283653|7216251403960978694,water-purifier
water purifier,16,homeimprovement,7,7052335732639141146|7050471018376269083|7049346554930416923|7089014165188267290|7114855599988362522|7203989892215426331|7283844250435915013,water-purifier
water purifier,16,appliances,3,7067500265968045339|7239331128971234566|7239306494192160006,water-purifier
water purifier,16,appliance,3,7096792665143971099|7125607946028961051|7239079231991450885,water-purifier
water purifier,16,organizedhome,3,7125607946028961051|7158081368503733530|7239079231991450885,water-purifier
water purifier,16,kitchen,16,7137516705739279643|7160245129943551258|7158423675039960346|7171269885803138331|7169094879195319579|7193822997180861722|7205007463828000026|7226707131263683845|7239331128971234566|7272999363717123333|7272998806122155269|7272998737557851398|7272998195846909189|7272997225075133701|7272997057437109509|7272994626578042118,water-purifier
water purifier,16,kitchenhacks,5,7133839995760135450|7148813394793991450|7160245129943551258|7158423675039960346|7227312120927505669,water-purifier
water purifier,16,kitchentool,3,7133839995760135450|7160245129943551258|7158423675039960346,water-purifier
water purifier,16,householditems,4,7148410234552241434|7193822997180861722|7239331128971234566|7239306494192160006,water-purifier
water purifier,16,homedecor,4,7182872752339045658|7182489228096359707|7182486866078256411|7248257182125411589,water-purifier
water purifier,16,kitchengoodies,7,7272999363717123333|7272998806122155269|7272998737557851398|7272998195846909189|7272997225075133701|7272997057437109509|7272994626578042118,water-purifier
water purifier,17,home,8,7067500265968045339|7137516705739279643|7148410234552241434|7148048484623469851|7170536023011626266|7216251403960978694|7215736023765060891|7248257182125411589,water-purifier
water purifier,17,viral,18,7065989175471869186|7101937974186724634|7108627202312244507|7169131214782172442|7182046508735384859|7181529161951907099|7194757904602320154|7193162043619331355|7215736023765060891|7226707131263683845|7238547434094333190|7283798503774555398|7306384170803252485|7306346506406169861|7318393182319054085|7318105127670467845|7317896212647120133|7317892128330321158,water-purifier
water purifier,17,healthy,7,7084213030065671450|7159587393010535707|7159585228145659163|7194701201462611227|7204013840416263450|7203969391912946970|7216629570756283653,water-purifier
water purifier,17,trending,24,7098244807826492698|7123019713378094363|7148813394793991450|7159041797526752538|7169486021493607706|7169131214782172442|7182872752339045658|7182489228096359707|7182486866078256411|7182046508735384859|7179089759531191579|7194077795587198234|7215866909596814598|7215736023765060891|7226707131263683845|7283847025601350917|7283791414180498693|7305778507085319430|7305776325514579206|7305771105778748678|7317948289448512774|7317934776890035461|7317896212647120133|7317892128330321158,water-purifier
water purifier,17,uv,4,7113034312546536730|7111510711758572827|7125680608214338842|7121505602743979291,water-purifier
water purifier,17,minimalist,3,7125607946028961051|7182299504303934746|7239079231991450885,water-purifier
water purifier,17,useful,3,7137093646741998875|7160245129943551258|7158423675039960346,water-purifier
water purifier,17,affordable,9,7148410234552241434|7192788148428999962|7216228542563060997|7215748091641662726|7227312120927505669|7261752276358794502|7318393182319054085|7318105127670467845|7317948289448512774,water-purifier
water purifier,17,trend,9,7169131214782172442|7182872752339045658|7182489228096359707|7182486866078256411|7193162043619331355|7305778507085319430|7305776325514579206|7305771105778748678|7318444348016823557,water-purifier
water purifier,17,trendy,3,7169131214782172442|7204582260874480922|7305931987234131206,water-purifier
water purifier,17,haul,3,7182872752339045658|7182489228096359707|7182486866078256411,water-purifier
water purifier,17,household,5,7182872752339045658|7182489228096359707|7182486866078256411|7193822997180861722|7205007463828000026,water-purifier
water purifier,17,viralvideo,4,7226707131263683845|7284092801292258565|7296164571692190981|7318393182319054085,water-purifier
water purifier,19,ecosphere,19,7051117648049884417|7066548317496429851|7079729031259671835|7079002957009767706|7073760064611355931|7073758945109691674|7083861208725572890|7101988071301713179|7126048958522150170|7125680608214338842|7125607946028961051|7119557594766724379|7148608064684297498|7146739173515382043|7160446150909201691|7170351524823010586|7182299504303934746|7203321214515924251|7239079231991450885,water-purifier
water purifier,19,noelectricity,19,7068256915486280987|7063291121190915354|7062653675939974427|7060383554546535707|7076285563015367962|7075700922013256987|7075699279465106714|7075546547424890139|7074767085196430619|7073410791193464090|7090905994632432922|7090898393333009691|7090398815861148954|7090071086997490970|7089789437885959450|7085662074050825499|7096349275612843290|7095545744748285210|7093677246765960474,water-purifier
water purifier,19,ecospherewaterpurifier,5,7073758945109691674|7126048958522150170|7125607946028961051|7125254038706343194|7239079231991450885,water-purifier
water purifier,19,ecospherewaterpurifiernuskin,3,7114963082627124507|7126048958522150170|7261158808720805125,water-purifier
water purifier,19,ecospherewaterpurifierph,3,7114963082627124507|7126048958522150170|7148608064684297498,water-purifier
water purifier,19,ecosphereph,3,7126048958522150170|7125607946028961051|7239079231991450885,water-purifier
water purifier,19,espring,4,7125828784703507739|7125061976807509275|7125050137323326746|7137943294033644827,water-purifier
water quality,1,servicesforkangen,6,7234542312540474630|7234541758430924037|7240090704452537606|7240087917979340037|7258960245073005829|7258959851210951941,water-quality
water quality,2,fyp,70,7281630745418878210|7056902630555061531|7053344450193476890|7076270364686306586|7082177241592941851|7126114073225317659|7125413550859783450|7125060445181988122|7120496115396414747|7135718386444553499|7127642454857125146|7143720073033829658|7141244076099144987|7183284912802286874|7180531090426481946|7180146785841630490|7179945993474002202|7179448542769990938|7174408650268708123|7190338109974793499|7185763199873010971|7203914994877041946|7202577901781404954|7198004758739782939|7197407068712668443|7196239346540924186|7215789032410713350|7215115435732126982|7211104440227613958|7227646575382646017|7225913455381941510|7225191236297116934|7225190934806318342|7225190180590816517|7225057434186910981|7224444711484853510|7222997764714663174|7222942631746080006|7238646504758545670|7234542312540474630|7234541758430924037|7233282240741002501|7233282230284569862|7233281530628508933|7232196129172098310|7232196031314791685|7231363544153885958|7229931620201942278|7229591881695382790|7247530148486991109|7246255006771334405|7244768719967210758|7241405416222100742|7241041895290440966|7240090704452537606|7240087917979340037|7261752168351386885|7260802575157513477|7257461674066644230|7270587091115953409|7269399694701317381|7267440634787581190|7277479970207747334|7277279143438404869|7274417617509682438|7305729684346539269|7318636143430356229|7318449567840701701|7308569207598320902|7281630745418878210,water-quality
water quality,2,fypシ,13,7281630745418878210|7125413550859783450|7120496115396414747|7135718386444553499|7143720073033829658|7159174627892284699|7165829179559251227|7192173248174411035|7198004758739782939|7238646504758545670|7246255006771334405|7267440634787581190|7281630745418878210,water-quality
water quality,2,fypシ゚viral,5,7135718386444553499|7159174627892284699|7246255006771334405|7267440634787581190|7318449567840701701,water-quality
water quality,2,tiktokshop,5,7159174627892284699|7198004758739782939|7215789032410713350|7211104440227613958|7223585417067629830,water-quality
water quality,2,tiktokfinds,5,7165829179559251227|7192173248174411035|7231363544153885958|7257461674066644230|7269399694701317381,water-quality
water quality,2,kangenphilippines,12,7183284912802286874|7180531090426481946|7180146785841630490|7179945993474002202|7179448542769990938|7190338109974793499|7196239346540924186|7223666239523032326|7222997764714663174|7229931620201942278|7244768719967210758|7240059331880766725,water-quality
water quality,2,healthyoptionsphilippines,5,7183284912802286874|7180531090426481946|7180146785841630490|7179945993474002202|7179448542769990938,water-quality
water quality,2,filipinofamily,4,7180531090426481946|7180146785841630490|7179945993474002202|7179448542769990938,water-quality
water quality,2,fypspotted,3,7198004758739782939|7247530148486991109|7264683492980624642,water-quality
water quality,2,tiktok,6,7197407068712668443|7195178283808427291|7257461674066644230|7269399694701317381|7304538162875878661|7302324817917693189,water-quality
water quality,3,breeder,4,7141244076099144987|7192007400931511579|7191647317248773402|7191274408902741275,water-quality
water quality,3,breeding,4,7192007400931511579|7191647317248773402|7191274408902741275|7190909334803565851,water-quality
water quality,3,petlover,3,7203914994877041946|7257461674066644230|7269399694701317381,water-quality
water quality,4,fish,15,7076270364686306586|7122224937703673115|7143720073033829658|7192007400931511579|7191647317248773402|7191274408902741275|7190909334803565851|7187765615833206042|7187313304661052698|7203914994877041946|7223585417067629830|7237679305180925189|7243736575828348166|7267011093795491079|7309707058910072070,water-quality
water quality,4,aquarium,14,7076270364686306586|7143720073033829658|7142027130115722522|7174408650268708123|7191647317248773402|7187765615833206042|7187313304661052698|7225539099917028613|7223585417067629830|7237679305180925189|7247490915827305734|7243736575828348166|7306733465112759570|7308569207598320902,water-quality
water quality,4,goldfish,8,7076270364686306586|7122224937703673115|7192007400931511579|7191647317248773402|7187765615833206042|7187313304661052698|7197407068712668443|7267440634787581190,water-quality
water quality,4,fishkeeping,9,7076270364686306586|7143720073033829658|7176504098974403867|7174408650268708123|7187765615833206042|7187313304661052698|7203914994877041946|7216274027432692998|7273888570853657861,water-quality
water quality,4,pingusaquatics,3,7125819767042198810|7256394140567571717|7277525024729304325,water-quality
water quality,4,ranchugoldfish,3,7122224937703673115|7191647317248773402|7267440634787581190,water-quality
water quality,4,aquascaping,4,7143720073033829658|7174408650268708123|7203914994877041946|7216274027432692998,water-quality
water quality,4,aquariumhobby,3,7143720073033829658|7174408650268708123|7308569207598320902,water-quality
water quality,4,fishkeeper,3,7176504098974403867|7187765615833206042|7187313304661052698,water-quality
water quality,4,fishlife,4,7192007400931511579|7191647317248773402|7191274408902741275|7190909334803565851,water-quality
water quality,4,fishislife,4,7192007400931511579|7191647317248773402|7191274408902741275|7190909334803565851,water-quality
water quality,4,fishtok,6,7187765615833206042|7187313304661052698|7247490915827305734|7273888570853657861|7306733465112759570|7308569207598320902,water-quality
water quality,4,fishkeepinghobby,3,7216274027432692998|7273888570853657861|7306733465112759570,water-quality
water quality,7,healthyfamily,5,7183284912802286874|7180531090426481946|7180146785841630490|7179945993474002202|7179448542769990938,water-quality
water quality,7,kangenhealthsystems,13,7183284912802286874|7180531090426481946|7180146785841630490|7179945993474002202|7179448542769990938|7190338109974793499|7202577901781404954|7196239346540924186|7222997764714663174|7229931620201942278|7244768719967210758|7240059331880766725|7277479970207747334,water-quality
water quality,8,guppyfish,4,7120496115396414747|7176504098974403867|7191274408902741275|7190909334803565851,water-quality
water quality,8,guppy,5,7120496115396414747|7141244076099144987|7176504098974403867|7191274408902741275|7190909334803565851,water-quality
water quality,8,gourgeous,4,7192007400931511579|7191647317248773402|7191274408902741275|7190909334803565851,water-quality
water quality,9,bettafish,5,7126114073225317659|7176504098974403867|7191274408902741275|7210831914649881861|7244509327833206022,water-quality
water quality,9,betta,4,7141244076099144987|7176504098974403867|7191274408902741275|7190909334803565851,water-quality
water quality,10,water,18,7056902630555061531|7076270364686306586|7159174627892284699|7165829179559251227|7191647317248773402|7191274408902741275|7190909334803565851|7185763199873010971|7183702733189418267|7196903705650793754|7227646575382646017|7231363544153885958|7247658080412929285|7246255006771334405|7256725393426763013|7280378295823109382|7303853794478083333|7309169889338477825,water-quality
water quality,10,waterquality,28,7130892974329793794|7179139778271628546|7192007400931511579|7191647317248773402|7191274408902741275|7190909334803565851|7187765615833206042|7187313304661052698|7183702733189418267|7202577901781404954|7197407068712668443|7195868610349387035|7210831914649881861|7225045178472484101|7222997764714663174|7232299921498590469|7245142230053227782|7244509327833206022|7273187012348284166|7266734142212164870|7282742244568763654|7282336660711427334|7281590539323985157|7281217962030157062|7277531713880771845|7302237688894065926|7309707058910072070|7309169889338477825,water-quality
water quality,10,aquatic,3,7143720073033829658|7191647317248773402|7237679305180925189,water-quality
water quality,10,aquascape,4,7143720073033829658|7174408650268708123|7203914994877041946|7308569207598320902,water-quality
water quality,10,aquaticplants,5,7143720073033829658|7216274027432692998|7237679305180925189|7309707058910072070|7308569207598320902,water-quality
water quality,10,waterpurifier,3,7149607442245061914|7277531713880771845|7302237688894065926,water-quality
water quality,10,waterfiltration,7,7149607442245061914|7225913455381941510|7222997764714663174|7247603581715483909|7273187012348284166|7277279143438404869|7274417617509682438,water-quality
water quality,10,waterrefillingstationbusiness,3,7215115435732126982|7225913455381941510|7247603581715483909,water-quality
water quality,10,alffejenwaterservices,5,7215115435732126982|7225913455381941510|7277279143438404869|7274417617509682438|7318449567840701701,water-quality
water quality,10,awswatertreatmentservices,4,7215115435732126982|7225913455381941510|7277279143438404869|7274417617509682438,water-quality
water quality,10,reverseosmosis,3,7225913455381941510|7247603581715483909|7300947052807163142,water-quality
water quality,10,watertreatment,3,7225913455381941510|7247603581715483909|7300947052807163142,water-quality
water quality,10,watersoftener,3,7225913455381941510|7247603581715483909|7273187012348284166,water-quality
water quality,10,cleanwater,3,7222997764714663174|7273187012348284166|7300947052807163142,water-quality
water quality,10,waterpurification,5,7273187012348284166|7282742244568763654|7282336660711427334|7281590539323985157|7281217962030157062,water-quality
water quality,10,waterfilter,8,7282742244568763654|7282336660711427334|7281590539323985157|7281217962030157062|7277531713880771845|7277279143438404869|7274417617509682438|7318449567840701701,water-quality
water quality,11,cleanair,3,7293046253103992070|7223585417067629830|7293046253103992070,water-quality
water quality,11,tumbler,3,7192173248174411035|7247658080412929285|7256725393426763013,water-quality
water quality,11,airfilter,4,7192007400931511579|7191647317248773402|7191274408902741275|7190909334803565851,water-quality
water quality,11,faucet,3,7185763199873010971|7283102156272487682|7308274941613378822,water-quality
water quality,11,showerhead,11,7225191236297116934|7225190934806318342|7225190180590816517|7225057434186910981|7222942631746080006|7233282240741002501|7233282230284569862|7233281530628508933|7232196129172098310|7232196031314791685|7229591881695382790,water-quality
water quality,12,quality,12,7056902630555061531|7159174627892284699|7165829179559251227|7192173248174411035|7196903705650793754|7225571719594003718|7231363544153885958|7247658080412929285|7246255006771334405|7241041895290440966|7256725393426763013|7303853794478083333,water-quality
water quality,12,besthealth,5,7183284912802286874|7180531090426481946|7180146785841630490|7179945993474002202|7179448542769990938,water-quality
water quality,12,premiumph,5,7183284912802286874|7180531090426481946|7180146785841630490|7179945993474002202|7179448542769990938,water-quality
water quality,12,wellnessph,5,7183284912802286874|7180531090426481946|7180146785841630490|7179945993474002202|7179448542769990938,water-quality
water quality,13,foryou,12,7125413550859783450|7135718386444553499|7165829179559251227|7183702733189418267|7198004758739782939|7195178283808427291|7215789032410713350|7227646575382646017|7247530148486991109|7241405416222100742|7318636143430356229|7309707058910072070,water-quality
water quality,13,serbisyongkasangga,3,7125060445181988122|7124254883447835930|7278323831150857477,water-quality
water quality,13,foryoupage,8,7124946307357117723|7135718386444553499|7165829179559251227|7192173248174411035|7260802575157513477|7264683492980624642|7318636143430356229|7308569207598320902,water-quality
water quality,13,foryourpage,3,7135718386444553499|7127642454857125146|7241041895290440966,water-quality
water quality,13,newyear,3,7183284912802286874|7190909334803565851|7183702733189418267,water-quality
water quality,13,celebrationoflife,4,7180531090426481946|7180146785841630490|7179945993474002202|7179448542769990938,water-quality
water quality,13,christmascelebration,4,7180531090426481946|7180146785841630490|7179945993474002202|7179448542769990938,water-quality
water quality,13,loveoffamily,4,7180531090426481946|7180146785841630490|7179945993474002202|7179448542769990938,water-quality
water quality,13,waitforit,3,7192007400931511579|7191647317248773402|7191274408902741275,water-quality
water quality,13,supportme,3,7192007400931511579|7191647317248773402|7191274408902741275,water-quality
water quality,15,edutok,13,7125060445181988122|7183284912802286874|7180531090426481946|7180146785841630490|7179945993474002202|7179448542769990938|7190338109974793499|7202577901781404954|7196239346540924186|7222997764714663174|7229931620201942278|7244768719967210758|7277479970207747334,water-quality
water quality,16,affiliate,3,7159174627892284699|7257461674066644230|7269399694701317381,water-quality
water quality,16,grateful,4,7180531090426481946|7180146785841630490|7179945993474002202|7179448542769990938,water-quality
water quality,16,gratitude,4,7180531090426481946|7180146785841630490|7179945993474002202|7179448542769990938,water-quality
water quality,16,love,4,7192007400931511579|7191647317248773402|7191274408902741275|7190909334803565851,water-quality
water quality,16,viral,6,7215115435732126982|7225913455381941510|7246255006771334405|7264683492980624642|7277279143438404869|7274417617509682438,water-quality
water quality,16,everyone,3,7257461674066644230|7269399694701317381|7318636143430356229,water-quality
water quality,17,trend,5,7235867749845568774|7076270364686306586|7246255006771334405|7309707058910072070|7235867749845568774,water-quality
water quality,17,trending,7,7127642454857125146|7185897296675015962|7247603581715483909|7246255006771334405|7277279143438404869|7274417617509682438|7318449567840701701,water-quality
water quality,17,affordable,4,7159174627892284699|7196903705650793754|7247658080412929285|7247530148486991109,water-quality
water quality,17,cool,6,7192007400931511579|7191647317248773402|7191274408902741275|7190909334803565851|7215789032410713350|7246255006771334405,water-quality
water quality,17,chill,4,7192007400931511579|7191647317248773402|7191274408902741275|7190909334803565851,water-quality
water quality,17,color,4,7192007400931511579|7191647317248773402|7191274408902741275|7190909334803565851,water-quality
water quality,17,power,4,7192007400931511579|7191647317248773402|7191274408902741275|7195966281709931802,water-quality
water quality,17,simple,4,7192007400931511579|7191647317248773402|7191274408902741275|7190909334803565851,water-quality
water quality,17,filter,15,7192007400931511579|7191647317248773402|7191274408902741275|7190909334803565851|7225191236297116934|7225190934806318342|7225190180590816517|7225057434186910981|7222942631746080006|7233282240741002501|7233282230284569862|7233281530628508933|7232196129172098310|7232196031314791685|7229591881695382790,water-quality
water quality,17,adjust,3,7225191236297116934|7225190934806318342|7225190180590816517,water-quality
water quality,17,massage,5,7233282240741002501|7233282230284569862|7233281530628508933|7232196129172098310|7232196031314791685,water-quality
water quality,18,affiliatemarketing,3,7159174627892284699|7257461674066644230|7269399694701317381,water-quality
water quality,18,homebuddiesph,5,7183284912802286874|7180531090426481946|7180146785841630490|7179945993474002202|7179448542769990938,water-quality
water quality,18,businessowner,4,7247603581715483909|7277279143438404869|7274417617509682438|7318449567840701701,water-quality
water quality,19,fypage,7,7135718386444553499|7198004758739782939|7216666488176954630|7246255006771334405|7261752168351386885|7267440634787581190|7318449567840701701,water-quality
water quality,19,hope,3,7192007400931511579|7191647317248773402|7191274408902741275,water-quality
green washing,0,businesstips,3,7180010148889398554|7179561567657250074|7179179839247731994,green-washing
green washing,0,foryou,4,7223619455425727749|7273492164812885253|7264940823102442770|7280801190516968710,green-washing
green washing,1,sustainablebrand,3,7180010148889398554|7179561567657250074|7274917668069592322,green-washing
green washing,1,sustainability,5,7177726008856972571|7176583877459299611|7280801190516968710|7274917668069592322|7273697731397405959,green-washing
green washing,4,fyp,7,7086063225527078170|7099368729703746842|7114250793762557211|7223364985236245766|7251631257765924103|7273492164812885253|7313010079651941638,green-washing
green washing,6,greenwashing,30,7086063225527078170|7099368729703746842|7092997990494899482|7114250793762557211|7156403136008178970|7180010148889398554|7179561567657250074|7179179839247731994|7178820710456888602|7178446215590284570|7178080484591701274|7177726008856972571|7176583877459299611|7173597097944550682|7186686820103736603|7203238154160147738|7208508312394976518|7205364440357670170|7223619455425727749|7223364985236245766|7219532328081706246|7258470882656488705|7251631257765924103|7273492164812885253|7264940823102442770|7280801190516968710|7274917668069592322|7273697731397405959|7294090630668520709|7313010079651941638,green-washing
