query,cluster,text,videosNumber,ids,querySlug
air purifier,5,tiktokshop,18,7102595822486932763|7102594191502495003|7101581116187938075|7114116943992376602|7124477430152187163|7148982520246275355|7147993282990165274|7159500003810069787|7159094126665895195|7180536493247597851|7180532460692835611|7194090149242801435|7194081050576948506|7216654704716156165|7216383948849417478|7216220386306886917|7227306797713853701|7239324164727770373,air-purifier
air purifier,5,tiktokmademebuyit,3,7101156548277325083|7227306797713853701|7238771512088595717,air-purifier
air purifier,5,tiktokawards2022,3,7124477430152187163|7180536493247597851|7180532460692835611,air-purifier
air purifier,5,houseoftiktok,4,7148240188219723035|7250381565774138629|7249945781417856262|7249704681889352965,air-purifier
air purifier,5,viraltiktok,4,7148019860218334490|7159500003810069787|7295927752991968518|7306493974355774726,air-purifier
air purifier,5,tiktokfinds,15,7160667238255856922|7171349343482498331|7182076433982917915|7204790697407384859|7216193558502526213|7215593413608017158|7227459255064939781|7227306797713853701|7227274606334332165|7239325145880399109|7249644588426710278|7262132871056346373|7261445558512962822|7284412912326823174|7295927752991968518,air-purifier
air purifier,5,tiktokaffiliate,11,7160667238255856922|7159094126665895195|7204626682014108955|7216707697582820634|7216654704716156165|7216220386306886917|7227306797713853701|7239325145880399109|7238871924909165829|7284633264399092997|7295967076202679557,air-purifier
air purifier,5,trendingtiktok,5,7159500003810069787|7227266137946328325|7261235974326340870|7272643123245829381|7284451186768383238,air-purifier
air purifier,5,learnitontiktok,3,7159094126665895195|7180536493247597851|7180532460692835611,air-purifier
air purifier,5,affiliatetiktok,5,7180536493247597851|7180532460692835611|7194317539910946074|7227799206717689093|7239158840095182085,air-purifier
air purifier,5,babiesoftiktok,4,7194628839841025307|7193678076566326554|7227837561354456326|7261853096949730566,air-purifier
air purifier,5,tiktokph,5,7204726342972083483|7216654704716156165|7216383948849417478|7216220386306886917|7262133083305037061,air-purifier
air purifier,5,tiktokbudolfinds,6,7216654704716156165|7216549614206471450|7216383948849417478|7227837561354456326|7239325145880399109|7238871924909165829,air-purifier
air purifier,5,tiktokbudol,4,7216383948849417478|7227306797713853701|7239325145880399109|7272729124731391238,air-purifier
air purifier,5,cleantok,4,7215868052393430277|7250381565774138629|7249945781417856262|7249704681889352965,air-purifier
air purifier,6,kitchenexhaust,14,7059213342635805954|7058540797074935041|7069586469588913410|7068865978586762497|7068504344106126594|7068114722742095105|7067730153522138369|7067427396915367169|7066056104698023169|7081087206739184897|7080731258782829826|7080399380733332737|7080054643799166210|7079011452232813825,air-purifier
air purifier,6,xiaomi,7,7058065746986798363|7066339829784530203|7101600269561089306|7115081980445838619|7147964708006415642|7182836559551532314|7227068567106161926,air-purifier
air purifier,6,kaisavilla,9,7114788936303562010|7149074987889020187|7147459085150080283|7159344175614381338|7227306797713853701|7284576626409573637|7284505984876465413|7284451186768383238|7306545280764087558,air-purifier
air purifier,6,sharpbeoriginal,4,7137286721980337435|7205110933595753754|7205015498566880518|7261178805958528262,air-purifier
air purifier,6,armorwaxcoatformatteandglossy,3,7250381565774138629|7249945781417856262|7249704681889352965,air-purifier
air purifier,6,econavi,3,7273359767383428357|7296260856113810694|7296081799116016901,air-purifier
air purifier,7,fypシ゚viral,24,7272951101689826565|7135693815767141659|7159970473827257626|7159952145641409818|7159500003810069787|7194434956158946586|7194081050576948506|7193678076566326554|7216193558502526213|7215546747077037317|7239158840095182085|7238777266170285317|7238771512088595717|7249956752760851718|7249937282810121478|7249665297668459782|7272729124731391238|7272643123245829381|7272526446122241286|7306923391276174597|7306545280764087558|7318902222845267205|7318808766735060229|7272951101689826565,air-purifier
air purifier,7,fyp,121,7058990657926384923|7058246607686405402|7069185300257377563|7067015254936456474|7066964701913074970|7066637884861779226|7079683114783509786|7091548111792885019|7090903244339301659|7090763202312588571|7089416702290611483|7103348049006693658|7102364162818428186|7101156548277325083|7114181198221724954|7114116943992376602|7113110582923988226|7125355141665951003|7123562542064078106|7122762966159740186|7137956095590485253|7137659083431169307|7136905913134370074|7136582992029355290|7136468551816203546|7136371592401095962|7136149117058764059|7135832297118502171|7135693815767141659|7135650364379893019|7148240188219723035|7147998548313853210|7147964708006415642|7147632370470980891|7160667238255856922|7160644430658129179|7159952145641409818|7159500003810069787|7159344175614381338|7159152865301351706|7159094126665895195|7171794068459015450|7171360361831075098|7171296246026472730|7171257120535481627|7170941127502155009|7170875654865538330|7182440951728639234|7180536493247597851|7180532460692835611|7194887033133813018|7194632518304304410|7194628839841025307|7194434956158946586|7194317539910946074|7194090149242801435|7194081050576948506|7193995511437757702|7193678076566326554|7193569596782300442|7193307062779006234|7193141315650063643|7205110933595753754|7205015498566880518|7204839308908301594|7204790697407384859|7204726342972083483|7216654704716156165|7216383948849417478|7216117566077488390|7215760501136051457|7215593413608017158|7227844874295463174|7227837561354456326|7227799206717689093|7227729606902680837|7227701642668346629|7227687341815532806|7227635373722127621|7227459255064939781|7227306797713853701|7227274606334332165|7227034201504238854|7239325145880399109|7239304573867805957|7239253148378909957|7239158840095182085|7238904696038051078|7238896236865096965|7238871924909165829|7238777266170285317|7238606800688368901|7250627400915062021|7249665297668459782|7249644588426710278|7262133083305037061|7262132871056346373|7261877982908730630|7261853096949730566|7261445558512962822|7261178805958528262|7272643123245829381|7272609241184095493|7272374906614975750|7284621326340410629|7284576626409573637|7284558991772929286|7284554481180757254|7284512333135695110|7284412912326823174|7284282156791172358|7296241087146921222|7295967076202679557|7307127107035942150|7306923391276174597|7306774795348167942|7306545280764087558|7318664987982007558|7318582089475951878|7318417529880333573|7318381086831054086,air-purifier
air purifier,7,fypシ,46,7068198708218694938|7091645449882307867|7089312058591710491|7114839477444496666|7114116943992376602|7137659083431169307|7135650364379893019|7149074987889020187|7148982520246275355|7147993282990165274|7147254904011230491|7160667238255856922|7160644430658129179|7159982582715698459|7159952145641409818|7159500003810069787|7159152865301351706|7171349343482498331|7194728282871303451|7194632518304304410|7194434956158946586|7194317539910946074|7194090149242801435|7205067189718748443|7204470825926266138|7216220386306886917|7215593413608017158|7227799206717689093|7227701642668346629|7227635373722127621|7239304573867805957|7239292347396263174|7239158840095182085|7250381565774138629|7250031875140422917|7249945781417856262|7249704681889352965|7249679241023950085|7284505984876465413|7284451186768383238|7295927752991968518|7306923391276174597|7306774795348167942|7306545280764087558|7318902222845267205|7318417529880333573,air-purifier
air purifier,7,fypage,12,7122287378214997275|7159982582715698459|7159970473827257626|7159952145641409818|7159500003810069787|7159344175614381338|7194434956158946586|7194081050576948506|7216220386306886917|7238777266170285317|7262133083305037061|7306923391276174597,air-purifier
air purifier,7,fy,3,7147964708006415642|7159982582715698459|7295967076202679557,air-purifier
air purifier,7,fyppppppppppppppppppppppp,6,7159982582715698459|7159500003810069787|7193678076566326554|7216220386306886917|7227799206717689093|7318808766735060229,air-purifier
air purifier,7,fypp,3,7159500003810069787|7227799206717689093|7238896236865096965,air-purifier
air purifier,7,fypspotted,5,7171794068459015450|7170875654865538330|7205067189718748443|7216117566077488390|7227034201504238854,air-purifier
air purifier,8,rbsedna,3,7058246607686405402|7069185300257377563|7102364162818428186,air-purifier
air purifier,8,hotelvibes,3,7250381565774138629|7249945781417856262|7249704681889352965,air-purifier
air purifier,8,houseessentials,3,7250381565774138629|7249945781417856262|7249704681889352965,air-purifier
air purifier,9,homebuddiesph,6,7091645449882307867|7090835205459692826|7148240188219723035|7160622108387626267|7216193558502526213|7227320638560537862,air-purifier
air purifier,9,daikinph,3,7113110582923988226|7182403921208429850|7180635469737200923,air-purifier
air purifier,9,budolfindsph,4,7122287378214997275|7159952145641409818|7159500003810069787|7171794068459015450,air-purifier
air purifier,9,sharpphilippines,4,7137286721980337435|7205110933595753754|7205015498566880518|7261178805958528262,air-purifier
air purifier,9,hepafilter,6,7136905913134370074|7135832297118502171|7216629570756283653|7215549329971498246|7238904696038051078|7296076432520793349,air-purifier
air purifier,9,thecleanroomph,5,7159768500691553541|7159140955138870533|7171640377815125274|7180620783268482330|7216660602096340229,air-purifier
air purifier,9,tiktokfindsph,3,7182076433982917915|7284590729588985093|7306545280764087558,air-purifier
air purifier,9,hottiediaryph,3,7216707697582820634|7216654704716156165|7216383948849417478,air-purifier
air purifier,9,panasonicphil,3,7273359767383428357|7296260856113810694|7296081799116016901,air-purifier
air purifier,10,allergicrhinitis,4,7058065746986798363|7136905913134370074|7135832297118502171|7171349343482498331,air-purifier
air purifier,10,carewins,3,7273359767383428357|7296260856113810694|7296081799116016901,air-purifier
air purifier,12,ventilation,11,7069586469588913410|7068865978586762497|7068504344106126594|7068114722742095105|7067730153522138369|7067427396915367169|7081087206739184897|7080731258782829826|7080399380733332737|7080054643799166210|7079011452232813825,air-purifier
air purifier,12,airdiffuser,4,7079683114783509786|7180536493247597851|7180532460692835611|7194434956158946586,air-purifier
air purifier,12,airdiffuserwithessentialoils,3,7079683114783509786|7180536493247597851|7180532460692835611,air-purifier
air purifier,12,air,12,7115081980445838619|7114116943992376602|7112840530375101723|7112840302636928283|7112835022259850522|7135548167336054043|7194090149242801435|7194081050576948506|7204470825926266138|7216629570756283653|7227343224422141190|7249715168308137222,air-purifier
air purifier,12,airconditioner,4,7113110582923988226|7171360361831075098|7249956752760851718|7295967076202679557,air-purifier
air purifier,12,airfilter,3,7123562542064078106|7216629570756283653|7272699470330989829,air-purifier
air purifier,12,diffuser,8,7148769582034046235|7147459085150080283|7193307062779006234|7204626682014108955|7204470825926266138|7216549614206471450|7227459255064939781|7239304573867805957,air-purifier
air purifier,12,airfreshener,4,7170875654865538330|7249764901382638854|7296052445006810374|7318582089475951878,air-purifier
air purifier,12,aircooler,5,7216117566077488390|7227799206717689093|7227266137946328325|7272729124731391238|7295967076202679557,air-purifier
air purifier,12,aircoolerfan,3,7227799206717689093|7272729124731391238|7295967076202679557,air-purifier
air purifier,12,armorwax,3,7250381565774138629|7249945781417856262|7249704681889352965,air-purifier
air purifier,13,essentialoil,8,7113381870410206491|7148769582034046235|7159152865301351706|7180536493247597851|7180532460692835611|7194887033133813018|7205270974625893658|7238871924909165829,air-purifier
air purifier,13,essentialoils,5,7171349343482498331|7182076433982917915|7180536493247597851|7180532460692835611|7261445558512962822,air-purifier
air purifier,13,aromatherapy,12,7182076433982917915|7180536493247597851|7180532460692835611|7204790697407384859|7204470825926266138|7216549614206471450|7216220386306886917|7216193558502526213|7250381565774138629|7249945781417856262|7249704681889352965|7261818037005765894,air-purifier
air purifier,13,aroma,3,7194434956158946586|7205270974625893658|7204468248463592731,air-purifier
air purifier,13,aromadiffuser,5,7204790697407384859|7238606800688368901|7262051645926821125|7262044208922397958|7261445558512962822,air-purifier
air purifier,13,diffuserscents,3,7250381565774138629|7249945781417856262|7249704681889352965,air-purifier
air purifier,13,hotoil,3,7306840616678198533|7306463126667447558|7318795191601646854,air-purifier
air purifier,14,saltandlight,3,7306840616678198533|7306463126667447558|7318795191601646854,air-purifier
air purifier,15,foryoupage,43,7059203924540083482|7058205148018969882|7069185300257377563|7067015254936456474|7080008013188271387|7079683114783509786|7091645449882307867|7090903244339301659|7090763202312588571|7089416702290611483|7102364162818428186|7101156548277325083|7114181198221724954|7122287378214997275|7149074987889020187|7147993282990165274|7159500003810069787|7159344175614381338|7171349343482498331|7180536493247597851|7180532460692835611|7194728282871303451|7194317539910946074|7194090149242801435|7205110933595753754|7204851421521448218|7204790697407384859|7216220386306886917|7215593413608017158|7227799206717689093|7227729606902680837|7227701642668346629|7239253148378909957|7238606800688368901|7249956752760851718|7249702063276346629|7262133083305037061|7262132871056346373|7261178805958528262|7284590729588985093|7284512333135695110|7306495470187089158|7318381086831054086,air-purifier
air purifier,15,foryou,40,7058246607686405402|7058205148018969882|7067015254936456474|7079683114783509786|7089312058591710491|7101156548277325083|7100941726373727515|7113110582923988226|7147964708006415642|7160667238255856922|7159500003810069787|7159152865301351706|7171360361831075098|7182440951728639234|7180536493247597851|7180532460692835611|7194728282871303451|7194632518304304410|7194090149242801435|7194081050576948506|7205110933595753754|7205015498566880518|7204790697407384859|7204470825926266138|7216220386306886917|7216117566077488390|7215760501136051457|7227844874295463174|7227799206717689093|7227729606902680837|7227274606334332165|7227034201504238854|7239304573867805957|7238851842719911174|7249702063276346629|7261178805958528262|7272643123245829381|7296006136405232901|7306495470187089158|7318381086831054086,air-purifier
air purifier,15,foryourpage,8,7058246607686405402|7159500003810069787|7159152865301351706|7180536493247597851|7180532460692835611|7194632518304304410|7239158840095182085|7249644588426710278,air-purifier
air purifier,15,homeimprovement,4,7091645449882307867|7160622108387626267|7204468248463592731|7238916995108850949,air-purifier
air purifier,15,trending,23,7090763202312588571|7102364162818428186|7101156548277325083|7136468551816203546|7136149117058764059|7148240188219723035|7147964708006415642|7159500003810069787|7180536493247597851|7180532460692835611|7194081050576948506|7205110933595753754|7205015498566880518|7216707697582820634|7216654704716156165|7227837561354456326|7239325145880399109|7250627400915062021|7262132871056346373|7261235974326340870|7261178805958528262|7273302683426098438|7272643123245829381,air-purifier
air purifier,15,musthave,3,7103779051558538523|7181437242550881563|7204726342972083483,air-purifier
air purifier,15,freshair,6,7114839477444496666|7149074987889020187|7261235974326340870|7296060832461425925|7295928890797673733|7295791210008988933,air-purifier
air purifier,15,homedecor,4,7148769582034046235|7205270974625893658|7215546747077037317|7295967076202679557,air-purifier
air purifier,15,buynow,5,7148019860218334490|7159500003810069787|7249724261965794566|7318902222845267205|7318582089475951878,air-purifier
air purifier,15,followme,3,7147993282990165274|7216654704716156165|7216383948849417478,air-purifier
air purifier,15,bestbuy,5,7160667238255856922|7180536493247597851|7180532460692835611|7272643123245829381|7295791210008988933,air-purifier
air purifier,15,neualternativ,3,7170941127502155009|7182440951728639234|7215760501136051457,air-purifier
air purifier,15,healthyliving,3,7194081050576948506|7238851842719911174|7284424705673563398,air-purifier
air purifier,15,japanquality,4,7204638448588705051|7273359767383428357|7296260856113810694|7296081799116016901,air-purifier
air purifier,15,trendingvideo,4,7227729606902680837|7261235974326340870|7272643123245829381|7296241087146921222,air-purifier
air purifier,15,welcomehomeappliances,3,7273359767383428357|7296260856113810694|7296081799116016901,air-purifier
air purifier,15,nicksaffordables,3,7273359767383428357|7296260856113810694|7296081799116016901,air-purifier
air purifier,15,experiencesaltandlight,3,7306840616678198533|7306463126667447558|7318795191601646854,air-purifier
air purifier,15,allsevices,3,7306840616678198533|7306463126667447558|7318795191601646854,air-purifier
air purifier,16,budol,6,7059318563571584283|7101156548277325083|7160622108387626267|7159500003810069787|7171794068459015450|7171791972980559131,air-purifier
air purifier,16,bts,17,7059213342635805954|7058540797074935041|7058160010332867841|7069586469588913410|7068865978586762497|7068504344106126594|7068114722742095105|7067730153522138369|7067427396915367169|7067068197740072194|7066056104698023169|7081087206739184897|7080731258782829826|7080399380733332737|7080054643799166210|7079011452232813825|7284554481180757254,air-purifier
air purifier,16,homebuddies,5,7059011588581362970|7058440184337108250|7160622108387626267|7227320638560537862|7295927752991968518,air-purifier
air purifier,16,budolfinds,24,7091645449882307867|7089416702290611483|7124542609925704986|7122287378214997275|7136905913134370074|7135832297118502171|7135694969217600795|7135693815767141659|7147998548313853210|7160622108387626267|7159952145641409818|7159500003810069787|7171794068459015450|7171791972980559131|7194728282871303451|7194434956158946586|7204790697407384859|7216383948849417478|7216193558502526213|7227837561354456326|7227274606334332165|7249665297668459782|7284558991772929286|7295927752991968518,air-purifier
air purifier,16,bavin,3,7102595822486932763|7102594191502495003|7101581116187938075,air-purifier
air purifier,16,mysweldobudol,3,7171349343482498331|7216654704716156165|7216383948849417478,air-purifier
air purifier,16,balayage,3,7306840616678198533|7306463126667447558|7318795191601646854,air-purifier
air purifier,17,airpurifier,228,7059318563571584283|7059213342635805954|7058540797074935041|7058202433532529947|7058160010332867841|7058065746986798363|7069586469588913410|7069356426384248091|7069185300257377563|7068865978586762497|7068504426562063643|7068504344106126594|7068198708218694938|7068114722742095105|7067866656730615067|7067756433307192602|7067730153522138369|7067427396915367169|7067068197740072194|7067015254936456474|7066637884861779226|7066339829784530203|7066056104698023169|7081087206739184897|7080731258782829826|7080506873576803611|7080399380733332737|7080375820073585946|7080054643799166210|7079683114783509786|7079011452232813825|7092058356872957210|7091645449882307867|7091167186164780315|7090911978872474882|7090903244339301659|7090835205459692826|7090536932098247962|7090028651705552154|7089416702290611483|7089408103623527706|7089342139544522011|7089312058591710491|7089267442718936346|7103779051558538523|7103712581755374875|7103399205963648283|7103348049006693658|7102595822486932763|7102594191502495003|7102364162818428186|7101944015523728666|7101600269561089306|7101156548277325083|7100941726373727515|7114788936303562010|7114585358553058561|7114223930335857946|7114116943992376602|7113992996286221569|7113381870410206491|7113110582923988226|7125717377542589698|7125355141665951003|7124897829914496258|7124542609925704986|7124497832714849563|7124477430152187163|7123562542064078106|7122762966159740186|7122433816915971355|7122287378214997275|7137956095590485253|7137911419143474433|7137659083431169307|7137286721980337435|7136905913134370074|7136582992029355290|7136468551816203546|7136149117058764059|7135832297118502171|7135694969217600795|7135693815767141659|7135667751661669658|7149094533773544706|7147998548313853210|7147993282990165274|7147978542448446721|7147751608456056091|7147459085150080283|7147254904011230491|7160667238255856922|7160644430658129179|7160154104335994139|7159982582715698459|7159952145641409818|7159768500691553541|7159501672761412891|7159500003810069787|7159498150024154373|7159392043511352603|7159344175614381338|7159152865301351706|7159115600206384410|7159094126665895195|7171794068459015450|7171791972980559131|7171360361831075098|7171349343482498331|7170572626123935002|7182790145995853082|7182683105176718593|7182327473340763419|7181437242550881563|7180536493247597851|7180532460692835611|7194887033133813018|7194728282871303451|7194434956158946586|7194398556206222618|7194081050576948506|7193995511437757702|7193569596782300442|7193307062779006234|7193299853168889115|7193141315650063643|7205270974625893658|7205104224328240390|7204851421521448218|7204839308908301594|7204798775376858395|7204790697407384859|7204726342972083483|7204648260282207515|7204626682014108955|7204492401203809563|7204470825926266138|7204468248463592731|7216629570756283653|7216549614206471450|7216476342840216858|7216383948849417478|7216193558502526213|7215868052393430277|7215593413608017158|7215546747077037317|7227837561354456326|7227799206717689093|7227729606902680837|7227687341815532806|7227635373722127621|7227408381269560582|7227314430822862085|7227306797713853701|7227274606334332165|7227266137946328325|7227068567106161926|7227034201504238854|7239332783674395910|7239325145880399109|7239304573867805957|7239292347396263174|7239253148378909957|7238916995108850949|7238904696038051078|7238896236865096965|7238871924909165829|7238851842719911174|7238777266170285317|7238611150789741829|7238606800688368901|7250627400915062021|7250381565774138629|7250096346286296326|7250031875140422917|7249956752760851718|7249945781417856262|7249764901382638854|7249715168308137222|7249704681889352965|7249679241023950085|7249644588426710278|7262132871056346373|7262051645926821125|7262044208922397958|7261853096949730566|7261823326690069766|7261818037005765894|7261445558512962822|7261430780067335429|7273147888325119237|7272729124731391238|7272699470330989829|7272609241184095493|7272374906614975750|7284633264399092997|7284621326340410629|7284597322451782918|7284590729588985093|7284576626409573637|7284558991772929286|7284554325316078854|7284512333135695110|7284505984876465413|7284424705673563398|7284412912326823174|7284282156791172358|7296241087146921222|7296111656105479442|7296060832461425925|7296052445006810374|7295967076202679557|7295928890797673733|7295927752991968518|7295783943297600774|7295679769788550405|7307062076797750533|7306922213372923142|7306908131584478469|7306703931625721094|7306545280764087558|7306495470187089158|7318902222845267205|7318417529880333573|7318388654555024645|7318381523617451270|7318381086831054086|7318316432306097414,air-purifier
air purifier,17,disinfection,5,7059213342635805954|7058540797074935041|7058160010332867841|7067068197740072194|7066056104698023169,air-purifier
air purifier,17,carairpurifier,3,7058246607686405402|7069185300257377563|7102364162818428186,air-purifier
air purifier,17,purifier,9,7114788936303562010|7159501672761412891|7171296246026472730|7194081050576948506|7216193558502526213|7249715168308137222|7284576626409573637|7318417529880333573|7318381523617451270,air-purifier
air purifier,17,cleanair,14,7114116943992376602|7125717377542589698|7136468551816203546|7136149117058764059|7160667238255856922|7171349343482498331|7216660602096340229|7227729606902680837|7273407116902157573|7272699470330989829|7296060832461425925|7295928890797673733|7295791210008988933|7306922213372923142,air-purifier
air purifier,17,portableairpurifier,4,7137610630449614106|7171640377815125274|7181437242550881563|7284597322451782918,air-purifier
air purifier,17,cleanwithme,3,7148240188219723035|7215868052393430277|7250627400915062021,air-purifier
air purifier,17,airpurifierph,4,7147998548313853210|7159498150024154373|7170572626123935002|7215549329971498246,air-purifier
air purifier,17,kaisavillaairpurifier,7,7147254904011230491|7216654704716156165|7227306797713853701|7249715168308137222|7284505984876465413|7284412912326823174|7306545280764087558,air-purifier
air purifier,17,thecleanroom,5,7159768500691553541|7159140955138870533|7171640377815125274|7180620783268482330|7216660602096340229,air-purifier
air purifier,17,airpurifierrecommendation,6,7205104224328240390|7227635373722127621|7238904696038051078|7249715168308137222|7273147888325119237|7284621326340410629,air-purifier
air purifier,17,airpurifiers,5,7216629570756283653|7227635373722127621|7249715168308137222|7284621326340410629|7284412912326823174,air-purifier
air purifier,17,aircleaner,3,7227408381269560582|7296076432520793349|7296052445006810374,air-purifier
air purifier,18,watertreatment,16,7059213342635805954|7058540797074935041|7058160010332867841|7069586469588913410|7068865978586762497|7068504344106126594|7068114722742095105|7067730153522138369|7067427396915367169|7067068197740072194|7066056104698023169|7081087206739184897|7080731258782829826|7080399380733332737|7080054643799166210|7079011452232813825,air-purifier
air purifier,18,capcut,11,7067873268249709850|7114788936303562010|7194090149242801435|7194081050576948506|7204470825926266138|7239325145880399109|7238851842719911174|7261877982908730630|7295679769788550405|7306840616678198533|7306463126667447558,air-purifier
air purifier,18,aesthetic,3,7159500003810069787|7204468248463592731|7272729124731391238,air-purifier
air purifier,18,hair,3,7306840616678198533|7306463126667447558|7318795191601646854,air-purifier
air purifier,18,haircolor,3,7306840616678198533|7306463126667447558|7318795191601646854,air-purifier
air purifier,19,xpes,16,7059213342635805954|7058540797074935041|7058160010332867841|7069586469588913410|7068865978586762497|7068504344106126594|7068114722742095105|7067730153522138369|7067427396915367169|7067068197740072194|7066056104698023169|7081087206739184897|7080731258782829826|7080399380733332737|7080054643799166210|7079011452232813825,air-purifier
air purifier,19,negativeion,3,7058990657926384923|7124477430152187163|7216629570756283653,air-purifier
air purifier,19,viral,26,7079683114783509786|7101156548277325083|7136468551816203546|7136149117058764059|7135650364379893019|7148240188219723035|7148019860218334490|7147964708006415642|7147254904011230491|7159500003810069787|7159152865301351706|7180536493247597851|7180532460692835611|7216654704716156165|7216383948849417478|7216193558502526213|7227799206717689093|7227729606902680837|7227274606334332165|7238777266170285317|7250627400915062021|7272729124731391238|7272643123245829381|7284621326340410629|7284505984876465413|7295927752991968518,air-purifier
air purifier,19,trend,7,7079683114783509786|7090763202312588571|7159500003810069787|7180536493247597851|7180532460692835611|7227837561354456326|7238904696038051078,air-purifier
air purifier,19,quality,4,7102364162818428186|7205067189718748443|7216629570756283653|7318573346545798406,air-purifier
air purifier,19,car,4,7101156548277325083|7194632518304304410|7204492401203809563|7238777266170285317,air-purifier
air purifier,19,home,5,7101156548277325083|7159344175614381338|7171317446865882394|7204726342972083483|7227408381269560582,air-purifier
air purifier,19,neualt,3,7125717377542589698|7124897829914496258|7147978542448446721,air-purifier
air purifier,19,viralvideo,8,7148019860218334490|7160644430658129179|7159500003810069787|7204851421521448218|7227799206717689093|7238777266170285317|7249679241023950085|7284505984876465413,air-purifier
air purifier,19,portable,5,7159392043511352603|7194090149242801435|7193299853168889115|7306922213372923142|7306493974355774726,air-purifier
air purifier,19,affordable,12,7159152865301351706|7194398556206222618|7194317539910946074|7194090149242801435|7204468248463592731|7227729606902680837|7227274606334332165|7239304573867805957|7250096346286296326|7261445558512962822|7272643123245829381|7318902222845267205,air-purifier
air purifier,19,trendy,3,7180536493247597851|7180532460692835611|7272643123245829381,air-purifier
air purifier,19,bestseller,12,7180536493247597851|7180532460692835611|7216193558502526213|7227274606334332165|7227266137946328325|7239325145880399109|7238871924909165829|7272729124731391238|7272643123245829381|7296241087146921222|7295791210008988933|7306923391276174597,air-purifier
air purifier,19,legit,3,7238871924909165829|7249764901382638854|7318582089475951878,air-purifier
air purifier,19,everyone,3,7261235974326340870|7273302683426098438|7296241087146921222,air-purifier
water purifier,1,hytecon,7,7115021112416816385|7114134552506879233|7111956717306465562|7121916046629506305|7121907860296043777|7120427906655997186|7135235094666628354,water-purifier
water purifier,1,trouwids,3,7307127629071535365|7318444348016823557|7317948289448512774,water-purifier
water purifier,2,fyp,144,7058603852383194394|7057476904118537498|7052335732639141146|7050471018376269083|7049346554930416923|7068462620583415066|7065989175471869186|7080480499541478683|7090844842036710682|7087367794047651098|7084213030065671450|7083861208725572890|7083812482061585690|7082711342452329754|7103461544561806618|7101937974186724634|7100529085218065691|7097874009261444379|7097859899824049435|7115021112416816385|7114134552506879233|7113034312546536730|7112013030690393371|7111956717306465562|7111510711758572827|7111217593725291802|7108627202312244507|7125061976807509275|7123009978956320001|7121916046629506305|7121907860296043777|7121505602743979291|7120427906655997186|7137943294033644827|7137516705739279643|7137093646741998875|7135391661005278490|7135235094666628354|7134990467921480986|7149027258869632282|7149026848574410011|7148731444817317147|7148680975961066778|7148410234552241434|7148048484623469851|7147791881622113563|7147571063575022875|7145703338456272155|7144983933459909915|7160653143846604058|7160616788206652699|7160446150909201691|7160245129943551258|7159854211751054618|7159172900107406619|7159041797526752538|7158762568692157722|7158423675039960346|7158081368503733530|7171717336251092251|7171275037540977946|7171050435829140763|7170351524823010586|7169827411914181915|7169486021493607706|7169094879195319579|7168707184191081729|7182872752339045658|7182489228096359707|7182486866078256411|7181529161951907099|7180324386535132443|7194757904602320154|7194701201462611227|7194371592569244955|7194337097577221402|7194077795587198234|7193822997180861722|7193304317263154459|7193300780852595994|7193293855272209690|7193162043619331355|7204754186628533530|7204582260874480922|7204269488471084315|7204109274119703834|7203738128698379546|7216863165873671429|7216625441547898118|7216587358798417157|7216302422937881862|7215866909596814598|7215808744943291653|7215748091641662726|7227755003769801990|7227749022423895302|7227649949352185093|7227479388667874565|7227359349901905157|7227312120927505669|7227063761322904837|7226861591977872645|7226630577800170758|7226599375991033093|7226570197489044741|7239331128971234566|7238935800895917317|7238574446053805317|7238547434094333190|7238440082070408454|7238411719129795845|7238375084946246917|7249335371266542854|7261891269272603909|7261752276358794502|7261595777368182022|7261570604560567557|7261158808720805125|7260479176585563397|7260477810874092805|7260060413054831877|7283847025601350917|7283805429140819206|7283791414180498693|7296164571692190981|7296103485290843398|7295982675435818245|7295945096556563718|7295905888592743686|7295735452282178821|7307145542436441349|7307127629071535365|7306838220455611654|7305778507085319430|7305776325514579206|7305771105778748678|7318755760828239110|7318444348016823557|7318393182319054085|7318384790867053829|7318312951348219142|7318192365926124805|7318105127670467845|7317934776890035461,water-purifier
water purifier,2,fypシ,68,7074799000532110618|7103461544561806618|7097859899824049435|7113034312546536730|7111846086511185179|7111510711758572827|7125050137323326746|7123009978956320001|7121505602743979291|7148813394793991450|7147571063575022875|7144983933459909915|7160616788206652699|7160247861874068763|7159708764558331162|7171649651681070363|7169827411914181915|7169486021493607706|7169131214782172442|7182872752339045658|7182489228096359707|7182486866078256411|7182046508735384859|7181529161951907099|7181087556195339547|7194371592569244955|7194337097577221402|7193304317263154459|7193162043619331355|7192913362898947354|7204582260874480922|7216587358798417157|7215808744943291653|7215748091641662726|7215736023765060891|7227749022423895302|7227359349901905157|7226861591977872645|7226707131263683845|7226599375991033093|7226570197489044741|7238999955770281222|7238440082070408454|7249732336600747270|7261891269272603909|7260479176585563397|7260477810874092805|7284092801292258565|7283847025601350917|7283798503774555398|7283791414180498693|7296164571692190981|7296103485290843398|7295972207631748358|7295945096556563718|7295905888592743686|7306384170803252485|7306346506406169861|7306066458176490758|7318755760828239110|7318496855296429318|7318444348016823557|7318393182319054085|7318384790867053829|7318312951348219142|7318132989227961606|7317896212647120133|7317892128330321158,water-purifier
water purifier,2,nuskinph,4,7073758945109691674|7125607946028961051|7125254038706343194|7239079231991450885,water-purifier
