query,querySlug,cluster,clusterLabel,text,videosNumber,ids
micro plastics,micro-plastics,save-the-ocean,Save the Ocean,cleanwater,5,7123985690743819525|7239404547557313818|7236901259280698650|7233913881414913306|7233913116713569562
micro plastics,micro-plastics,save-the-ocean,Save the Ocean,cleanwaterchallenge,3,7239404547557313818|7236901259280698650|7233913881414913306
micro plastics,micro-plastics,save-the-ocean,Save the Ocean,cleanwaterisahumanright,3,7239404547557313818|7236901259280698650|7233913881414913306
micro plastics,micro-plastics,save-the-ocean,Save the Ocean,cleanwaterclub,3,7239404547557313818|7236901259280698650|7233913881414913306
micro plastics,micro-plastics,no-plastics,No plastics,plastique,51,7085023365467081989|7098960648402472197|7129792480387681542|7139564700597030149|7216626079228775685|7214987170669448453|7212739518699441414|7221669090664992006|7221171534705020165|7220009980152270085|7219706917940169990|7218242142873947397|7228955669142048026|7245162513287957786|7295847121989717280|7094589640270761222|7116456225579076869|7136465411616394501|7139564700597030149|7159273013161004293|7239374019634400538|7239233687668247834|7238162104526589210|7236338899776294170|7235226287827078427|7243348051518098714|7242993600798215451|7241992526893255962|7256046836056689947|7255672040634567962|7254227542834466074|7253863118567230746|7253329062012177691|7252579576407280923|7295847121989717280|7085023365467081989|7098960648402472197|7123965889396952326|7129792480387681542|7139564700597030149|7216626079228775685|7214987170669448453|7212739518699441414|7221669090664992006|7221171534705020165|7220009980152270085|7219706917940169990|7218242142873947397|7228955669142048026|7245162513287957786|7295847121989717280
micro plastics,micro-plastics,no-plastics,No plastics,pollutionplastique,15,7085023365467081989|7212739518699441414|7212712017784868102|7218242142873947397|7236753768132480283|7265752001839910177|7285014369572785441|7287932550134140193|7085023365467081989|7212739518699441414|7212712017784868102|7218242142873947397|7236753768132480283|7265752001839910177|7285014369572785441
micro plastics,micro-plastics,no-plastics,No plastics,microplastiques,49,7119895094529969414|7129792480387681542|7139564700597030149|7163554955448683781|7216626079228775685|7212739518699441414|7212712017784868102|7221669090664992006|7221171534705020165|7220009980152270085|7219706917940169990|7218242142873947397|7228955669142048026|7244988644329655579|7243025945295064346|7241109871960001818|7265752001839910177|7283424083277106465|7285014369572785441|7307287433576549665|7139564700597030149|7163554955448683781|7243025945295064346|7283424083277106465|7123965889396952326|7119895094529969414|7129792480387681542|7139564700597030149|7163554955448683781|7216626079228775685|7212739518699441414|7212712017784868102|7221669090664992006|7221171534705020165|7220009980152270085|7219706917940169990|7218242142873947397|7228955669142048026|7228656997590109446|7244988644329655579|7243025945295064346|7241109871960001818|7269744346482658565|7265752001839910177|7283424083277106465|7291319162616499461|7289492208720399648|7285014369572785441|7307287433576549665
micro plastics,micro-plastics,no-plastics,No plastics,stopplastique,6,7129792480387681542|7212739518699441414|7285014369572785441|7129792480387681542|7212739518699441414|7285014369572785441
micro plastics,micro-plastics,no-plastics,No plastics,plasticpollution,9,7139564700597030149|7236753768132480283|7094589640270761222|7139564700597030149|7149861856570543365|7287932550134140193|7300944233609825568|7139564700597030149|7236753768132480283
micro plastics,micro-plastics,no-plastics,No plastics,microplastics,110,7139564700597030149|7163554955448683781|7243025945295064346|7283424083277106465|7295847121989717280|7081307428167437573|7092126052910157062|7088077827890810117|7095346039699393797|7094589640270761222|7123985690743819525|7116456225579076869|7136465411616394501|7143228196505390341|7141364421351329029|7139564700597030149|7159273013161004293|7149861856570543365|7163554955448683781|7192544242135207174|7192143436772904198|7191512221728378117|7197356721205972229|7211588141810060549|7223741462628830490|7239404547557313818|7239374019634400538|7239233687668247834|7238631309374000411|7238163304307248410|7238162104526589210|7236901259280698650|7236338899776294170|7235226287827078427|7233913881414913306|7233913116713569562|7249349984129223963|7243348051518098714|7243025945295064346|7242993600798215451|7241992526893255962|7261983517196832033|7260973967446379802|7260820737634815258|7260428308909706523|7260122678382677274|7257037973907098907|7256046836056689947|7255672040634567962|7254227542834466074|7253863118567230746|7253329062012177691|7252579576407280923|7252579161510874394|7251887008736398618|7271552795218595104|7270124405546601761|7270120910575734049|7269169992053034272|7268258587443563809|7267906980814146848|7265629239909633313|7264519524307848480|7264182432058903841|7264180435427659040|7264174975412686112|7263397218114112801|7263100407289810209|7283898230226668833|7283538608869412129|7283424083277106465|7276068214407253280|7276035331927837985|7274125179838598432|7296101720969448737|7295847121989717280|7294635154658692384|7292698334483991841|7290944361641053473|7290552400794996001|7290140564555615520|7289838321822436640|7289782216727547168|7289214515307203872|7289209955293334817|7288332796530003233|7288298495788862752|7287932550134140193|7307190769461234977|7303833380259466529|7303183257997249825|7301240552056524064|7300944233609825568|7300645136206286113|7299814699816717601|7299064473090903329|7299021451800087841|7299003614578740512|7315106524001602848|7312025666243857696|7311816403349146912|7310545116333116704|7308849417132461345|7308350365412478241|7307531654459837729|7139564700597030149|7163554955448683781|7243025945295064346|7283424083277106465|7295847121989717280
micro plastics,micro-plastics,no-plastics,No plastics,objectifzeroplastique,3,7139564700597030149|7139564700597030149|7139564700597030149
micro plastics,micro-plastics,no-plastics,No plastics,fresqueduplastique,3,7139564700597030149|7139564700597030149|7139564700597030149
micro plastics,micro-plastics,no-plastics,No plastics,sansplastique,4,7156690848099372294|7212739518699441414|7156690848099372294|7212739518699441414
micro plastics,micro-plastics,no-plastics,No plastics,plastiquepolution,10,7204516602086231301|7239374019634400538|7239233687668247834|7236338899776294170|7235226287827078427|7243348051518098714|7242993600798215451|7241992526893255962|7257037973907098907|7204516602086231301
micro plastics,micro-plastics,no-plastics,No plastics,microplastique,40,7200840511723228421|7245162513287957786|7261983517196832033|7260820737634815258|7260428308909706523|7260122678382677274|7257037973907098907|7251887008736398618|7271552795218595104|7270124405546601761|7270120910575734049|7265629239909633313|7264519524307848480|7264180435427659040|7264174975412686112|7263397218114112801|7263100407289810209|7276068214407253280|7276035331927837985|7274125179838598432|7296101720969448737|7294635154658692384|7289838321822436640|7288298495788862752|7307190769461234977|7303833380259466529|7301240552056524064|7299814699816717601|7299064473090903329|7299021451800087841|7312025666243857696|7311816403349146912|7310545116333116704|7308849417132461345|7308350365412478241|7307531654459837729|7200840511723228421|7245162513287957786|7295682241240370464|7295112807857671457
micro plastics,micro-plastics,no-plastics,No plastics,plasticfree,3,7200429128510606597|7300944233609825568|7200429128510606597
micro plastics,micro-plastics,no-plastics,No plastics,plastics,12,7216626079228775685|7221669090664992006|7221171534705020165|7220009980152270085|7219706917940169990|7228955669142048026|7216626079228775685|7221669090664992006|7221171534705020165|7220009980152270085|7219706917940169990|7228955669142048026
micro plastics,micro-plastics,no-plastics,No plastics,microplastic,5,7283424083277106465|7260973967446379802|7283424083277106465|7300944233609825568|7283424083277106465
micro plastics,micro-plastics,no-plastics,No plastics,nanoplastics,3,7295847121989717280|7295847121989717280|7295847121989717280
micro plastics,micro-plastics,no-plastics,No plastics,plastic,11,7094589640270761222|7236338899776294170|7235226287827078427|7256046836056689947|7255672040634567962|7254227542834466074|7253863118567230746|7253329062012177691|7269169992053034272|7283538608869412129|7300944233609825568
micro plastics,micro-plastics,no-plastics,No plastics,plastica,6,7239374019634400538|7239233687668247834|7238631309374000411|7238163304307248410|7238162104526589210|7241992526893255962
micro plastics,micro-plastics,no-plastics,No plastics,recycleplastic,6,7239233687668247834|7238631309374000411|7238163304307248410|7238162104526589210|7243348051518098714|7242993600798215451
detox,detox,healthy-lifestyle,Healthy lifestyle,santé,34,7153325523001707781|7186674964194446598|7276482120967638305|7292039806802988320|7299952033908444449|7103927843532459270|7138072139952901381|7160746048179211525|7171908456348273926|7171888840196607237|7205318733286345990|7227977822885678362|7227970767546322203|7227965413756357915|7227958304964676890|7227951936283200794|7227947776506744090|7239477335240527131|7239464792732306714|7239454446923549979|7239452392574536986|7250554721679756571|7250546359550463258|7262053972368805152|7262032826223037728|7273605548904320288|7318829653156826400|7318797693491432736|7153325523001707781|7186674964194446598|7276482120967638305|7292039806802988320|7299952033908444449|7309471009248267563
detox,detox,healthy-lifestyle,Healthy lifestyle,zenwellness,4,7238615952605105435|7240841955347844378|7238615952605105435|7240841955347844378
detox,detox,healthy-lifestyle,Healthy lifestyle,healthy,28,7269747891617533216|7268396719728086305|7059306148100361478|7069684005481860358|7069518122063105286|7069513770418162950|7092297699134819590|7103981545324629253|7115017914033523974|7149153024315903237|7160723485558328581|7160713806434389254|7171939545854905606|7171908456348273926|7183321722723011867|7216807070270622982|7227915567095762202|7227914479219084571|7239429525883473179|7250580192417139995|7250578754248985882|7284754868349259040|7284695069951593761|7307363017807662369|7151287166889512235|7228783518229253422|7269747891617533216|7268396719728086305
detox,detox,healthy-lifestyle,Healthy lifestyle,healthylifestyle,20,7269747891617533216|7268396719728086305|7103981545324629253|7149153024315903237|7171939545854905606|7216774830081821979|7216771206844878106|7250580192417139995|7284754868349259040|7296240279848226081|7296234047578197280|7296225879464676640|7133665641965374725|7229883200158420270|7228783518229253422|7239854206079880491|7260873788294712619|7269747891617533216|7268396719728086305|7307279198182296875
detox,detox,healthy-lifestyle,Healthy lifestyle,salud,4,7308859669676657952|7087269512399031557|7086844703123066117|7308859669676657952
detox,detox,healthy-lifestyle,Healthy lifestyle,wellness,6,7059480787485199622|7059268505052400901|7181969379200994606|7228783518229253422|7306180934439570719|7318074076470234411
detox,detox,healthy-lifestyle,Healthy lifestyle,bienêtre,6,7059342889163246854|7092052395227696390|7171888840196607237|7183426053715660059|7262053972368805152|7273575444732022048
detox,detox,healthy-lifestyle,Healthy lifestyle,guthealth,4,7126585596746681605|7221198168006872325|7259887988707052842|7304305304160865582
detox,detox,healthy-lifestyle,Healthy lifestyle,health,11,7138067698277174534|7149153024315903237|7171939545854905606|7227915567095762202|7227914479219084571|7069456981194509573|7204309881132748037|7228783518229253422|7307279198182296875|7306180934439570719|7311184659780521221
detox,detox,healthy-lifestyle,Healthy lifestyle,healthyfood,8,7149242429542092037|7149153024315903237|7160700361785789702|7171939545854905606|7183321722723011867|7250580192417139995|7250578754248985882|7239854206079880491
detox,detox,healthy-lifestyle,Healthy lifestyle,recettehealthy,7,7149242429542092037|7149233467241352454|7284699754557115681|7296240279848226081|7296234047578197280|7296225879464676640|7307371375432453409
detox,detox,healthy-lifestyle,Healthy lifestyle,healthyliving,8,7250599088880749850|7284695069951593761|7318760642607975713|7133665641965374725|7181969379200994606|7221198168006872325|7260873788294712619|7304305304160865582
detox,detox,healthy-lifestyle,Healthy lifestyle,healthbenefits,3,7254315335413763370|7253901149089123626|7268297706148236587
detox,detox,healthy-eating,Healthy eating,complementalimentaire,14,7077977457478880517|7126522352766127366|7126520517862984965|7138122157325913350|7138121364346621189|7149267135007689990|7149265469453667590|7149264905508490501|7149224928506596613|7171899594362719494|7205304581042031878|7262056228119989537|7307371375432453409|7077977457478880517
detox,detox,healthy-eating,Healthy eating,alimentationvivante,3,7151101225977662726|7205324260921937157|7151101225977662726
detox,detox,healthy-eating,Healthy eating,alimentationequilibree,3,7151101225977662726|7194909150747331846|7151101225977662726
detox,detox,healthy-eating,Healthy eating,alimentationintuitive,5,7151101225977662726|7299952033908444449|7318889309455633697|7151101225977662726|7299952033908444449
detox,detox,healthy-eating,Healthy eating,habitudesalimentaires,4,7151101225977662726|7307348290796817696|7307326684858993952|7151101225977662726
detox,detox,healthy-eating,Healthy eating,nutrition,36,7186674964194446598|7292039806802988320|7059418450573151493|7069518122063105286|7069513770418162950|7081367039566171397|7103927843532459270|7115128515632073989|7126672206331006214|7138067698277174534|7149228856241671430|7149153024315903237|7160723485558328581|7171939545854905606|7183356234286779675|7227977822885678362|7227970767546322203|7227965413756357915|7227959268685745434|7227958304964676890|7227951936283200794|7227947776506744090|7227946852350512410|7239477335240527131|7239464792732306714|7239454446923549979|7239452392574536986|7250626652735016219|7250580192417139995|7250578754248985882|7262056228119989537|7273627375659748641|7181969379200994606|7186674964194446598|7292039806802988320|7311184659780521221
detox,detox,healthy-eating,Healthy eating,alimentationsaine,28,7186674964194446598|7269747891617533216|7265803758507019553|7265794182160207136|7276482120967638305|7299952033908444449|7059418450573151493|7115146969453956358|7126640288604392710|7126617106686201093|7149182578531044613|7149153024315903237|7160710263207906566|7160700361785789702|7194909150747331846|7205318733286345990|7205297082456886534|7239429454462717211|7250568286830808347|7250552029171551515|7250526243945188634|7318829653156826400|7186674964194446598|7269747891617533216|7265803758507019553|7265794182160207136|7276482120967638305|7299952033908444449
detox,detox,healthy-eating,Healthy eating,nutritiontips,3,7186674964194446598|7126614967884811525|7186674964194446598
detox,detox,healthy-eating,Healthy eating,digestion,19,7216712634450578715|7081269248663833861|7092105136218066181|7126672206331006214|7126553611252829446|7126551670779153670|7126522352766127366|7126520517862984965|7138162242893171974|7149224928506596613|7160744498509761797|7183426053715660059|7183356234286779675|7250568323572763930|7273575444732022048|7307404707469741344|7144651319221980422|7216712634450578715|7221198168006872325
detox,detox,healthy-eating,Healthy eating,regimealimentaire,5,7222244479070162181|7194922077491694854|7194901480405519622|7205276956688960774|7222244479070162181
detox,detox,healthy-eating,Healthy eating,diet,21,7269747891617533216|7268396719728086305|7059418450573151493|7059268505052400901|7069684005481860358|7069518122063105286|7069513770418162950|7103892107835739397|7194908425065696517|7194907272466697477|7216773254394940677|7227959268685745434|7227946852350512410|7250626652735016219|7250618771344346394|7250604232288636187|7250580192417139995|7273605935040417056|7284754868349259040|7269747891617533216|7268396719728086305
detox,detox,healthy-eating,Healthy eating,mauvaisealimentation,12,7269747891617533216|7269490717376957728|7265803758507019553|7265794182160207136|7276482120967638305|7299952033908444449|7269747891617533216|7269490717376957728|7265803758507019553|7265794182160207136|7276482120967638305|7299952033908444449
detox,detox,healthy-eating,Healthy eating,reequilibragealimentaire,32,7268396719728086305|7276482120967638305|7299952033908444449|7298438422065138977|7059418450573151493|7069690814854712582|7126617106686201093|7138116679875316997|7149242429542092037|7149204862754999558|7149182578531044613|7160710263207906566|7183296600049995013|7194899153036643590|7205321206285798661|7205297397759544582|7205292054279228677|7205276956688960774|7216774830081821979|7216771206844878106|7227915567095762202|7227914837475577114|7227914479219084571|7250580192417139995|7273580032402984225|7284699754557115681|7318760500425166113|7318758537822260512|7268396719728086305|7276482120967638305|7299952033908444449|7298438422065138977
detox,detox,healthy-eating,Healthy eating,recettes,4,7276482120967638305|7299952033908444449|7276482120967638305|7299952033908444449
detox,detox,healthy-eating,Healthy eating,nutritionintelligente,4,7276482120967638305|7299952033908444449|7276482120967638305|7299952033908444449
detox,detox,healthy-eating,Healthy eating,nutritionintuitive,4,7276482120967638305|7299952033908444449|7276482120967638305|7299952033908444449
detox,detox,healthy-eating,Healthy eating,santenutritions,4,7276482120967638305|7299952033908444449|7276482120967638305|7299952033908444449
detox,detox,healthy-eating,Healthy eating,alimentation,11,7292039806802988320|7126641219899313414|7138142057331264773|7138060746658827526|7149153024315903237|7160724333550128390|7194909150747331846|7296240279848226081|7296234047578197280|7296225879464676640|7292039806802988320
detox,detox,healthy-eating,Healthy eating,dietetique,9,7290112043842129184|7288009720290463009|7115128515632073989|7126614967884811525|7296240279848226081|7296234047578197280|7296225879464676640|7290112043842129184|7288009720290463009
detox,detox,healthy-eating,Healthy eating,complementnutritionnel,10,7081269248663833861|7126622991353498885|7126553611252829446|7126551670779153670|7126522352766127366|7126520517862984965|7138087661327158533|7183426053715660059|7250568323572763930|7273575444732022048
detox,detox,healthy-eating,Healthy eating,bionutritioncellulaire,8,7115146969453956358|7126640288604392710|7171901294951681285|7171900527138082054|7216830522121669894|7250549153216941338|7250523818496773402|7284690613109411104
detox,detox,healthy-eating,Healthy eating,equilibrealimentaire,3,7138060746658827526|7205292054279228677|7307371375432453409
detox,detox,healthy-eating,Healthy eating,complementsalimentaires,10,7138060746658827526|7160767067828866309|7194899153036643590|7205318733286345990|7216793215217831173|7273580032402984225|7284678067560123681|7307348290796817696|7307326684858993952|7318837950018571552
detox,detox,healthy-eating,Healthy eating,mangerequilibre,7,7149242429542092037|7149182578531044613|7205318733286345990|7296240279848226081|7296234047578197280|7296225879464676640|7307371375432453409
detox,detox,healthy-eating,Healthy eating,cuisine,4,7160700361785789702|7194908425065696517|7194907272466697477|7227946852350512410
detox,detox,healthy-eating,Healthy eating,legumes,4,7160700361785789702|7216807070270622982|7250578754248985882|7284739549568240929
detox,detox,healthy-eating,Healthy eating,veganfood,3,7160700361785789702|7210268667337067781|7263582932181290245
detox,detox,healthy-eating,Healthy eating,eatclean,6,7171939545854905606|7250580192417139995|7296240279848226081|7296234047578197280|7296225879464676640|7181969379200994606
detox,detox,healthy-eating,Healthy eating,complementalimentairenaturel,3,7205324260921937157|7205304581042031878|7262056228119989537
detox,detox,healthy-eating,Healthy eating,mealprep,3,7250576311800892699|7273571117372017953|7284721804910841120
detox,detox,healthy-eating,Healthy eating,kitchenhacks,3,7250576311800892699|7273571117372017953|7284721804910841120
detox,detox,healthy-eating,Healthy eating,batchcooking,3,7250576311800892699|7273571117372017953|7284721804910841120
detox,detox,healthy-eating,Healthy eating,kitchenorganization,3,7250576311800892699|7273571117372017953|7284721804910841120
detox,detox,healthy-eating,Healthy eating,foodismedicine,6,7225773040892792107|7229721405485501738|7252333040431566126|7269422091517185323|7268297706148236587|7283239308423679263
detox,detox,sport-and-food,Sport and food,pomme,7,7187085452120247557|7221105628415102214|7115068174546062597|7227958304964676890|7227945949866347802|7187085452120247557|7221105628415102214
detox,detox,sport-and-food,Sport and food,energie,6,7199403756394417414|7069640426730409222|7160737497754979589|7239445333946797339|7273627375659748641|7199403756394417414
detox,detox,sport-and-food,Sport and food,orange,4,7221105628415102214|7318797693491432736|7221105628415102214|7236217115009633541
detox,detox,sport-and-food,Sport and food,stress,24,7221105628415102214|7269747891617533216|7265803758507019553|7265794182160207136|7276482120967638305|7299952033908444449|7114978779725827333|7126641219899313414|7138142057331264773|7149224928506596613|7171901294951681285|7216830522121669894|7239477335240527131|7239464792732306714|7239454446923549979|7239452392574536986|7296215445030456608|7318758537822260512|7221105628415102214|7269747891617533216|7265803758507019553|7265794182160207136|7276482120967638305|7299952033908444449
detox,detox,sport-and-food,Sport and food,banane,3,7221105628415102214|7250554721679756571|7221105628415102214
detox,detox,sport-and-food,Sport and food,zen,5,7238615952605105435|7240841955347844378|7216770979496840475|7238615952605105435|7240841955347844378
detox,detox,sport-and-food,Sport and food,naturel,21,7238615952605105435|7240841955347844378|7126641219899313414|7138142057331264773|7149153024315903237|7160767067828866309|7171939545854905606|7171908456348273926|7183305633339395354|7205324260921937157|7239429454462717211|7250582815715249435|7250578754248985882|7250554721679756571|7250526243945188634|7262096547142192417|7284692324670655776|7307363017807662369|7118075099051347206|7238615952605105435|7240841955347844378
detox,detox,sport-and-food,Sport and food,burn,4,7269747891617533216|7268396719728086305|7269747891617533216|7268396719728086305
detox,detox,sport-and-food,Sport and food,gossip,8,7269747891617533216|7269490717376957728|7276482120967638305|7299952033908444449|7269747891617533216|7269490717376957728|7276482120967638305|7299952033908444449
detox,detox,sport-and-food,Sport and food,fatigue,16,7269747891617533216|7265803758507019553|7265794182160207136|7276482120967638305|7299952033908444449|7103855480052747526|7126641219899313414|7138142057331264773|7171857613796232454|7262031869934423329|7273600058736626977|7269747891617533216|7265803758507019553|7265794182160207136|7276482120967638305|7299952033908444449
detox,detox,sport-and-food,Sport and food,inspitation,8,7269747891617533216|7269490717376957728|7276482120967638305|7299952033908444449|7269747891617533216|7269490717376957728|7276482120967638305|7299952033908444449
detox,detox,sport-and-food,Sport and food,w9,8,7269747891617533216|7269490717376957728|7276482120967638305|7299952033908444449|7269747891617533216|7269490717376957728|7276482120967638305|7299952033908444449
detox,detox,sport-and-food,Sport and food,les50,8,7269747891617533216|7269490717376957728|7276482120967638305|7299952033908444449|7269747891617533216|7269490717376957728|7276482120967638305|7299952033908444449
detox,detox,sport-and-food,Sport and food,motivation,24,7268396719728086305|7103981545324629253|7103977912868670726|7103915763945245958|7126622991353498885|7126617106686201093|7126522352766127366|7126520517862984965|7138087661327158533|7138057357753339142|7160710263207906566|7171939545854905606|7183309685792001306|7205318733286345990|7216820875104996614|7216817104245345542|7227915567095762202|7227914479219084571|7239443787704028442|7250580192417139995|7273571117372017953|7284721804910841120|7181969379200994606|7268396719728086305
detox,detox,sport-and-food,Sport and food,cause,3,7266865618836557088|7266865618836557088|7306180934439570719
detox,detox,sport-and-food,Sport and food,yoga,9,7276482120967638305|7299952033908444449|7126522352766127366|7126520517862984965|7262024767568383265|7144651319221980422|7184500951506636038|7276482120967638305|7299952033908444449
detox,detox,sport-and-food,Sport and food,sport,26,7276482120967638305|7299952033908444449|7059418450573151493|7069714918357978374|7081280568398302469|7103927843532459270|7126617106686201093|7126553611252829446|7126551670779153670|7126522352766127366|7126520517862984965|7138060746658827526|7138057357753339142|7149182578531044613|7160710263207906566|7183426053715660059|7205318733286345990|7227915567095762202|7227914479219084571|7250580192417139995|7250568323572763930|7250568286830808347|7262096547142192417|7273575444732022048|7276482120967638305|7299952033908444449
detox,detox,sport-and-food,Sport and food,sports,4,7276482120967638305|7299952033908444449|7276482120967638305|7299952033908444449
detox,detox,sport-and-food,Sport and food,mind,4,7276482120967638305|7299952033908444449|7276482120967638305|7299952033908444449
detox,detox,sport-and-food,Sport and food,chance,4,7276482120967638305|7299952033908444449|7276482120967638305|7299952033908444449
detox,detox,sport-and-food,Sport and food,standup,4,7276482120967638305|7299952033908444449|7276482120967638305|7299952033908444449
detox,detox,sport-and-food,Sport and food,chat,4,7276482120967638305|7299952033908444449|7276482120967638305|7299952033908444449
detox,detox,sport-and-food,Sport and food,whay,4,7276482120967638305|7299952033908444449|7276482120967638305|7299952033908444449
detox,detox,sport-and-food,Sport and food,travailler,4,7276482120967638305|7299952033908444449|7276482120967638305|7299952033908444449
detox,detox,sport-and-food,Sport and food,progresser,4,7276482120967638305|7299952033908444449|7276482120967638305|7299952033908444449
detox,detox,sport-and-food,Sport and food,pense,4,7276482120967638305|7299952033908444449|7276482120967638305|7299952033908444449
detox,detox,sport-and-food,Sport and food,mobilite,4,7276482120967638305|7299952033908444449|7276482120967638305|7299952033908444449
detox,detox,sport-and-food,Sport and food,productif,4,7276482120967638305|7299952033908444449|7276482120967638305|7299952033908444449
detox,detox,sport-and-food,Sport and food,foryou,49,7292039806802988320|7299952033908444449|7059480787485199622|7059268505052400901|7069690814854712582|7092291798697037062|7103950435056241926|7103905598097460485|7115096885269925126|7114934665567423749|7126541555074223366|7149213446385437958|7149205265575857413|7160713806434389254|7183414277175348506|7205338325274692869|7205297082456886534|7216769082794740997|7227952690226138395|7250576311800892699|7273571117372017953|7284721804910841120|7284687390231285025|7284686597683989793|7284681984016665889|7296252844670258464|7307352651291708705|7318889309455633697|7318829653156826400|7318816464968895776|7094632281305877786|7112251780725083419|7193845432647224618|7213118588310375682|7226859404727995694|7226280352786959658|7225773040892792107|7235026164467682602|7231956261519084806|7229721405485501738|7260873788294712619|7269422091517185323|7283239308423679263|7277950401612188970|7273983075304869162|7292039806802988320|7306930962934271263|7306180934439570719|7299952033908444449
detox,detox,sport-and-food,Sport and food,nature,9,7299952033908444449|7115039306921626886|7138067698277174534|7138060746658827526|7149153024315903237|7262024767568383265|7224023969500794114|7299952033908444449|7318657326552976645
detox,detox,sport-and-food,Sport and food,life,4,7299952033908444449|7171939545854905606|7094632281305877786|7299952033908444449
detox,detox,sport-and-food,Sport and food,lifestyle,10,7299952033908444449|7138057357753339142|7171939545854905606|7216807070270622982|7227915567095762202|7227914479219084571|7250580192417139995|7307352651291708705|7181969379200994606|7299952033908444449
detox,detox,sport-and-food,Sport and food,pov,5,7299952033908444449|7227915567095762202|7227914479219084571|7318889309455633697|7299952033908444449
detox,detox,sport-and-food,Sport and food,recette,8,7298438422065138977|7103892107835739397|7273627375659748641|7284754868349259040|7296240279848226081|7296234047578197280|7296225879464676640|7298438422065138977
detox,detox,sport-and-food,Sport and food,viral,25,7308859669676657952|7059480787485199622|7059343173268540677|7092341830032936197|7103981545324629253|7103979468884118789|7103977912868670726|7103905598097460485|7115120949338377478|7115096885269925126|7115088318961880325|7114934665567423749|7126541555074223366|7205305696437505286|7205305190138907909|7239422807086533914|7262106795768827168|7296207788978523424|7307363017807662369|7307336673338182944|7307330800297463072|7130509462846196998|7231956261519084806|7249299909038394650|7308859669676657952
detox,detox,sport-and-food,Sport and food,parati,4,7308859669676657952|7059480787485199622|7069660975334542598|7308859669676657952
detox,detox,sport-and-food,Sport and food,trending,4,7059480787485199622|7059268505052400901|7204309881132748037|7224751469696716037
detox,detox,sport-and-food,Sport and food,drink,3,7059452514164428037|7103947472711552261|7138057357753339142
detox,detox,sport-and-food,Sport and food,the,4,7059422072161815814|7092355611173735686|7160723485558328581|7171916674935852293
detox,detox,sport-and-food,Sport and food,humour,4,7059315138842660101|7069860570257837317|7138060746658827526|7318821800111131936
detox,detox,sport-and-food,Sport and food,morning,4,7059306148100361478|7126522352766127366|7126520517862984965|7216859835172670726
detox,detox,sport-and-food,Sport and food,forever,3,7059306119910493446|7138057357753339142|7183309685792001306
detox,detox,sport-and-food,Sport and food,challenge,15,7059306119910493446|7103977912868670726|7115146969453956358|7126640288604392710|7138057357753339142|7171901294951681285|7171900527138082054|7216830522121669894|7227915567095762202|7227914479219084571|7239429454462717211|7250578754248985882|7250526243945188634|7262054415987723552|7284690613109411104
detox,detox,sport-and-food,Sport and food,pt,3,7069860570257837317|7115096885269925126|7227952690226138395
detox,detox,sport-and-food,Sport and food,detente,8,7069775023824768261|7092052395227696390|7115083162866306310|7126522352766127366|7126520517862984965|7194901913329011974|7216770979496840475|7262121779013930273
detox,detox,sport-and-food,Sport and food,vegan,13,7069726205586541829|7103979468884118789|7138070663927024902|7149153024315903237|7160714235905903877|7160700361785789702|7171860613294001413|7250580192417139995|7250578754248985882|7284754868349259040|7296234514987142433|7210268667337067781|7263582932181290245
detox,detox,sport-and-food,Sport and food,fruits,7,7069684005481860358|7183321722723011867|7229721405485501738|7269422091517185323|7268297706148236587|7277950401612188970|7306930962934271263
detox,detox,sport-and-food,Sport and food,marketing,3,7069640426730409222|7171939545854905606|7171899594362719494
detox,detox,sport-and-food,Sport and food,tea,5,7081271095998909701|7205278871107685638|7227913986639924507|7250580192417139995|7184500951506636038
detox,detox,sport-and-food,Sport and food,love,9,7092297699134819590|7103905598097460485|7115088318961880325|7138057357753339142|7171939545854905606|7183400840089144602|7250580192417139995|7094632281305877786|7249299909038394650
detox,detox,sport-and-food,Sport and food,conseils,6,7092291798697037062|7160767067828866309|7205318733286345990|7205297082456886534|7216773254394940677|7273605548904320288
detox,detox,sport-and-food,Sport and food,thé,4,7092149761167330565|7126614967884811525|7227970767546322203|7273605935040417056
detox,detox,sport-and-food,Sport and food,nettoyage,4,7092105136218066181|7149233467241352454|7307336673338182944|7118075099051347206
detox,detox,sport-and-food,Sport and food,énergie,3,7092105136218066181|7262032826223037728|7307336673338182944
detox,detox,sport-and-food,Sport and food,beauty,4,7092052395227696390|7171939545854905606|7307363017807662369|7298261309026618656
detox,detox,sport-and-food,Sport and food,femme,5,7092052395227696390|7138060746658827526|7160827941629267206|7205318733286345990|7216807070270622982
detox,detox,sport-and-food,Sport and food,coaching,4,7103981545324629253|7103979468884118789|7103977912868670726|7183356234286779675
detox,detox,sport-and-food,Sport and food,conseil,5,7103981545324629253|7103979468884118789|7103977912868670726|7160767067828866309|7296234514987142433
detox,detox,sport-and-food,Sport and food,independent,6,7103938274825080069|7126622991353498885|7126522352766127366|7126520517862984965|7138087661327158533|7138083881462369541
detox,detox,sport-and-food,Sport and food,job,6,7103938274825080069|7126622991353498885|7126522352766127366|7126520517862984965|7138087661327158533|7138083881462369541
detox,detox,sport-and-food,Sport and food,relax,3,7115083162866306310|7151287166889512235|7228783518229253422
detox,detox,sport-and-food,Sport and food,bio,5,7115068174546062597|7149153024315903237|7250580192417139995|7273605935040417056|7309471009248267563
