Endocrine disrupting chemicals awareness,cluster,label,isSeed,seedRank,linksSeed,publishedAtUnix,publishedAtSQL,channelTitle,channelId,videoCategoryLabel,defaultLanguage,defaultAudioLanguage,viewCount,likeCount,dislikeCount,dislikeLikeRatio,favoriteCount,commentCount,thumb,language,clusterLabel
3ZECHVrjofc,other,Planète conférence - Avez-vous remercié le plancton récemment ?,no,,no,1484227120,2017-01-12 13:01:40,Université Bretagne Sud,UCmHx-RTNSTLsZapKcW-viWg,Education,fr,fr,1700,24,,,0,3,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
4pokH6tr8yw,other,Planète conférences - Droit et peuples indigènes,no,,no,1686211348,2023-06-08 08:06:28,Université Bretagne Sud,UCmHx-RTNSTLsZapKcW-viWg,Education,fr,fr,336,17,,,0,0,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
NTPIqzGvQd0,other,Toutes et tous à l école ! Programme de médiation scolaire pour les enfants vivant en bidonvilles,no,,no,1687784681,2023-06-26 13:06:41,Ministères Écologie Énergie Territoires,UCe2_2k-_81Y4RNKBnlMjrLg,News & Politics,fr,fr,907,12,,,0,1,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
irmekPKo7ws,other,LE LIGHT C EST DU LOURD ! / ABDEL EN LIVE,no,,yes,1525881604,2018-05-09 16:05:04,Tarmac,UC5hKGihDzlEnmpX7CL_b0yw,Entertainment,,fr,136776,5681,,,0,111,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
IgdhmvwmX1c,other,La boisson énergisante   la mauvaise alliée de ton blocus! / Abdel en Live,no,,yes,1529503112,2018-06-20 13:06:32,Tarmac,UC5hKGihDzlEnmpX7CL_b0yw,Entertainment,,fr,149932,7353,,,0,121,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
Jl_xmzNmPV8,other,C est quoi un influenceur? / Abdel en Live,no,,yes,1537431323,2018-09-20 08:09:23,Tarmac,UC5hKGihDzlEnmpX7CL_b0yw,Entertainment,,fr,120329,6831,,,0,111,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
KJ0wDD62LrY,other,TAXI & UBER  LA LOVE STORY 😜 / ABDEL EN LIVE,no,,yes,1522141217,2018-03-27 09:03:17,Tarmac,UC5hKGihDzlEnmpX7CL_b0yw,Entertainment,,fr,72630,2248,,,0,32,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
OmvbEH8X7MI,other,SAUVONS LA PLANETE ! / ABDEL EN LIVE,no,,no,1524758403,2018-04-26 16:04:03,Tarmac,UC5hKGihDzlEnmpX7CL_b0yw,Entertainment,,fr,105020,5400,,,0,164,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
kwJUJGRAlfY,other,LA TERRE PERD DE L OXYGÈNE !,no,,no,1655637460,2022-06-19 11:06:40,5 minutes pour comprendre,UCwFhfr5Ut43DiC1zcrnsxgw,Education,fr,fr,42952,2505,,,0,186,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
W9-yY0I11-0,other,De l Hydrogène  blanc  dans le sol de la Terre ? 🌍 - Avec Eric Gaucher  Géochimiste ! 👨‍🔬,no,,no,1683471621,2023-05-07 15:05:21,Ylizur,UCrXq3w-ZZt6yGlmSWvMmbhw,Science & Technology,,fr,12795,313,,,0,116,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
69BFlcKh6Gs,other,Comment planter une haie vive - Samedi à tout prix,no,,no,1649865435,2022-04-13 15:04:15,Samedi à tout prix,UCCuySJIvnUg7Zrbcvb4zlgg,Howto & Style,,fr,3884,66,,,0,1,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
ADSMfSS5Nyc,other,Culture intensive  clandestins exploités... La face cachée du bio des supermarchés | #Investigation,no,,no,1661960700,2022-08-31 15:08:00,RTBF,UCNG9VVd57cl3Rcq8cSgpZlQ,News & Politics,fr,fr-BE,175320,2430,,,0,274,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
-FGHlHiFq8Y,other,LA FACE CACHÉE DU SYSTÈME MACRON - MARC ENDEWELD,no,,no,1557773101,2019-05-13 18:05:01,Le Média,UCT67YOMntJxfRnO_9bXDpvw,News & Politics,fr,fr,5050040,47019,,,0,6743,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
x7iMC_tFWwc,other,Qui se cache derrière les lobbys ?,no,,no,1537455631,2018-09-20 15:09:31,Le Monde,UCYpRDnhk5H8h16jpS84uqsA,News & Politics,,fr,396958,7785,,,0,433,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
LyfVvYicbLs,other,POURQUOI ON TUE LES FEMMES ? | RIEN NE VA +,no,,no,1562862600,2019-07-11 16:07:00,AJ+ français,UCd1jQ_ppmKfphnh4p39HMFg,Comedy,,fr,145273,7058,,,0,884,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
7dTM5k-70gU,other,Des centaines d’étudiants diplômés se voient refuser leur entrée en master,no,,no,1625656727,2021-07-07 11:07:47,BFMTV,UCXwDLMDV86ldKoFVc_g8P0g,Entertainment,,,19274,309,,,0,115,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
NQvh5_m7_-4,other,ÉCONOMIE : ILS NOUS MENTENT DEPUIS 50 ANS,no,,no,1681488022,2023-04-14 16:04:22,Le Fil d Actu - Officiel,UC9hHeywcPBnLglqnQRaNShQ,News & Politics,fr,fr,299762,21509,,,0,3262,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
nnXkWh7E_mg,other,RÉINDUSTRIALISATION : POURQUOI LES POLITIQUES N AGISSENT PAS,no,,no,1643644822,2022-01-31 16:01:22,Le Fil d Actu - Officiel,UC9hHeywcPBnLglqnQRaNShQ,News & Politics,fr,fr,131535,10774,,,0,1271,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
CEqfd2zDsxs,other,NON  MACRON NE « RÉINDUSTRIALISE » PAS LA FRANCE (C EST MÊME LE CONTRAIRE !),no,,no,1690817405,2023-07-31 15:07:05,Le Fil d Actu - Officiel,UC9hHeywcPBnLglqnQRaNShQ,News & Politics,fr,fr,172103,12285,,,0,1976,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
jL0p3C3wOkY,other,EHPAD : QUELLE RÉPONSE POLITIQUE AU SCANDALE ?,no,,no,1644767102,2022-02-13 15:02:02,Le Fil d Actu - Officiel,UC9hHeywcPBnLglqnQRaNShQ,News & Politics,fr,fr,59041,6312,,,0,595,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
oyTmA_nxRbU,other,LES LIENS TROUBLES ENTRE MACRON ET MCKINSEY,no,,no,1646324104,2022-03-03 16:03:04,Le Fil d Actu - Officiel,UC9hHeywcPBnLglqnQRaNShQ,News & Politics,fr,fr,531522,30969,,,0,2990,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
l2JizeqdtLw,other,PRÉSIDENCE FRANÇAISE DE L UE : CE QUE MACRON NOUS CACHE,no,,no,1641838300,2022-01-10 18:01:40,Le Fil d Actu - Officiel,UC9hHeywcPBnLglqnQRaNShQ,News & Politics,fr,fr,444958,18505,,,0,2176,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
6M6e0V_-qbo,other,POLITIQUES : LA GRANDE TRAHISON,no,,no,1639215746,2021-12-11 09:12:26,Le Fil d Actu - Officiel,UC9hHeywcPBnLglqnQRaNShQ,News & Politics,fr,fr,173625,12027,,,0,1914,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
2UeRY-5Cu6U,other,RETRAITES - LE DANGEREUX PROJET D’EMMANUEL MACRON,no,,no,1648232825,2022-03-25 18:03:05,Le Fil d Actu - Officiel,UC9hHeywcPBnLglqnQRaNShQ,News & Politics,fr,fr,210804,16713,,,0,2334,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
OwKSTikBnVk,other,Nos boulangers vendent-ils tous des gâteaux industriels ? - Samedi à tout prix,no,,no,1652084295,2022-05-09 08:05:15,Samedi à tout prix,UCCuySJIvnUg7Zrbcvb4zlgg,Howto & Style,,fr,6193,94,,,0,21,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
H_GmYBRMqys,endocrine-disrupting-chemicals-and-babies,Perturbateurs endocriniens : protéger mon bébé - La Maison des Maternelles #LMDM,yes,12,yes,1515666253,2018-01-11 10:01:13,La Maison des Maternelles,UCIPYAUOsPwGooCilzojYvIA,Entertainment,,,17499,164,,,0,,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Endocrine disrupting chemicals and babies
K_vWxdiUVEE,endocrine-disrupting-chemicals-and-babies,Des maternités font la chasse aux perturbateurs endocriniens - Le Magazine de la santé,yes,24,yes,1539938227,2018-10-19 08:10:07,Allo Docteurs,UCv6qHPwghGsyOfzEYZXcfKg,Science & Technology,,,5140,131,,,0,,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Endocrine disrupting chemicals and babies
HcHxcsB6Aew,endocrine-disrupting-chemicals-and-babies,Perturbateurs endocriniens: les enfants contaminés. ABE-RTS,yes,26,yes,1612953238,2021-02-10 10:02:58,RTS - Radio Télévision Suisse,UCQyyY2Izw8hin7c8T5YY4sg,Entertainment,fr,fr,29998,422,,,0,40,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Endocrine disrupting chemicals and babies
qamFf8rY6HA,endocrine-disrupting-chemicals-and-babies,Comment protéger nos bébés des perturbateurs endocriniens - La Maison des Maternelles,yes,29,yes,1490868106,2017-03-30 10:03:46,La Maison des Maternelles,UCIPYAUOsPwGooCilzojYvIA,Entertainment,,,13880,121,,,0,,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Endocrine disrupting chemicals and babies
JHnt28By-H8,endocrine-disrupting-chemicals-and-babies,Perturbateurs endocriniens : protégeons nos enfants ! - La Maison des Maternelles,yes,31,yes,1494409031,2017-05-10 09:05:11,La Maison des Maternelles,UCIPYAUOsPwGooCilzojYvIA,Entertainment,,,3386,35,,,0,,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Endocrine disrupting chemicals and babies
KwshJ6xeJiI,endocrine-disrupting-chemicals-and-babies,Perturbateurs endocriniens chez les petites filles DANGER #santénaturelle #fibrome #SOPK #règles,yes,37,yes,1674630010,2023-01-25 07:01:10,Cynthia Kå,UCkzCtxJAklNTXCAxsuyBR9Q,Howto & Style,fr,fr-FR,28284,2339,,,0,53,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Endocrine disrupting chemicals and babies
k5iymsA7218,endocrine-disrupting-chemicals-and-babies,Perturbateurs endocriniens et nos enfants : la fuite des cerveaux ?,no,,yes,1639470839,2021-12-14 08:12:59,Université de Liège,UCtdFRqz22r1cSORccAhe8-Q,Entertainment,fr,fr,1060,41,,,0,0,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Endocrine disrupting chemicals and babies
ZIHuUIGil90,endocrine-disrupting-chemicals-and-babies,Perturbateurs endocriniens & produits d entretien | Mes Infos Bébé,no,,yes,1630506979,2021-09-01 14:09:19,Croix-Rouge française,UCYX4PcgqrQlx5togadd5JEA,Education,,fr,363,8,,,0,,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Endocrine disrupting chemicals and babies
xgiRYQwVt18,endocrine-disrupting-chemicals-and-babies,Trop d interdits pendant la grossesse ?,no,,no,1504862518,2017-09-08 09:09:58,La Maison des Maternelles,UCIPYAUOsPwGooCilzojYvIA,Entertainment,,,215672,1362,,,0,,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Endocrine disrupting chemicals and babies
LbV2btjprbk,endocrine-disrupting-chemicals-and-babies,Additifs : lesquels exclure pendant la grossesse ? La Maison des Maternelles,no,,yes,1489657472,2017-03-16 09:03:32,La Maison des Maternelles,UCIPYAUOsPwGooCilzojYvIA,Entertainment,,,1580,16,,,0,,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Endocrine disrupting chemicals and babies
AkgqNoBZCl0,endocrine-disrupting-chemicals-and-babies,Les saignements aux premiers mois de grossesse,no,,no,1648227614,2022-03-25 17:03:14,Sage-femme mais pas que !,UCIT5dYXTTGxqrhb5ZPYL6tw,Howto & Style,,fr-FR,146460,2626,,,0,149,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Endocrine disrupting chemicals and babies
uatp8uH__jY,endocrine-disrupting-chemicals-and-babies,Bien accompagner la parentalité  c est ne pas juger.,no,,no,1656512554,2022-06-29 14:06:34,Croix-Rouge française,UCYX4PcgqrQlx5togadd5JEA,Nonprofits & Activism,,fr,92,1,,,0,,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Endocrine disrupting chemicals and babies
Cs0a1_wuLcA,endocrine-disrupting-chemicals-and-babies,Toxiques  mes cosmétiques ? Ep.3: femmes enceintes  attention danger!,no,,yes,1559051242,2019-05-28 13:05:22,France 3 Occitanie,UC20dglUTkVqzY9ipx_iOnng,News & Politics,,,1510,,,,0,,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Endocrine disrupting chemicals and babies
clUgZYDjqL8,endocrine-disrupting-chemicals-and-babies,Produits bébé : Comment éviter les perturbateurs endocriniens ? La Maison des Maternelles,no,,yes,1488455560,2017-03-02 11:03:40,La Maison des Maternelles,UCIPYAUOsPwGooCilzojYvIA,Entertainment,,,164773,1143,,,0,,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Endocrine disrupting chemicals and babies
2MIZsjK05wc,endocrine-disrupting-chemicals-and-babies,Où sont passées les cellules souches de 250 000 bébés ? - 36.9°,no,,no,1602095400,2020-10-07 18:10:00,36.9,UCBsnveG0qp0WNQRCtbqfONg,Science & Technology,fr,fr,69256,1332,,,0,344,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Endocrine disrupting chemicals and babies
gggj-FkgoOY,endocrine-disrupting-chemicals-and-babies,Comment prévenir les malformations congénitales?,no,,no,1607211627,2020-12-05 23:12:27,Information Santé,UCf0hmEPnJZPD0bWi6y1PSJg,People & Blogs,,fr-FR,3160,22,,,0,0,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Endocrine disrupting chemicals and babies
UUmCfmqVwAM,endocrine-disrupting-chemicals-and-babies,La minute vidéo : les nuits des bébés allaités  le sevrage de nuit,no,,no,1644394868,2022-02-09 08:02:08,Véronique Darmangeat,UCAjN-x6VcdYAxryPyBFbIAQ,Howto & Style,fr,,4908,124,,,0,39,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Endocrine disrupting chemicals and babies
4_iS_RIRRW8,endocrine-disrupting-chemicals-and-babies,Douleurs poussées dentaires chez bébé,no,,no,1589749205,2020-05-17 21:05:05,Les astuces de Mich,UCDZ1p6oO8nP8dFueoBsqefA,People & Blogs,,,675,7,,,0,0,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Endocrine disrupting chemicals and babies
9ME09T7vEH0,endocrine-disrupting-chemicals-and-babies,Produits cosmétiques et grossesse - Beauté & Grossesse,no,,yes,1475505000,2016-10-03 14:10:00,Doctissimo Maman,UCAB2RQxMOKR6tBBc7ycbLCg,Howto & Style,,fr,13342,142,,,0,7,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Endocrine disrupting chemicals and babies
HXbSPGSPCm0,endocrine-disrupting-chemicals-and-babies,Alerte pesticides dans les couches de nos bébés - La Maison des Maternelles,no,,no,1485246426,2017-01-24 08:01:06,La Maison des Maternelles,UCIPYAUOsPwGooCilzojYvIA,Entertainment,,,51929,414,,,0,,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Endocrine disrupting chemicals and babies
8U1gTBn4EGA,endocrine-disrupting-chemicals-and-babies,Why Endometriosis Patients Are Sensitive To Gluten & Dairy,no,,no,1493662129,2017-05-01 18:05:49,RADfertility,UCGU_bnNom-Op6kaw_whOohQ,Science & Technology,,,5965,74,,,0,20,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Endocrine disrupting chemicals and babies
lUC0jLgPO1A,endocrine-disrupting-chemicals-and-babies,Perturbateurs endocriniens : ennemis de votre fertilité  de votre santé et de celles de vos enfants,no,,yes,1591651198,2020-06-08 21:06:58,Fertil-In,UCXr-zHpWhCfNckc7V7bVpcg,People & Blogs,,fr,1148,20,,,0,2,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Endocrine disrupting chemicals and babies
5hkzelXTZ1g,other,La Géographie de la Belgique,no,,no,1499004166,2017-07-02 14:07:46,TéléCrayon,UCX2dIyMEQMWy3AQBlq1CYXQ,Education,fr,fr,209728,4077,,,0,722,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
ecOS1ZoALpw,other,Histoire de la Sante Environnementale,no,,no,1647530620,2022-03-17 15:03:40,eSET Bourgogne-Franche-Comté,UC4zfu_rR-S-S1Da6a2dkjPA,Education,,fr,1096,14,,,0,0,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
XEJKZIAn9v8,other,Voici tout ce qui change au 1er août en France,no,,no,1690484008,2023-07-27 18:07:28,Brut,UCSKdvgqdnj72_SLggp7BDTg,News & Politics,,fr,45334,771,,,0,38,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
1RlLiBi4OM8,other,Fraudes médicales  Formations frauduleuses  Entrepreneurs fictifs : la France de la tricherie,no,,no,1690570809,2023-07-28 19:07:09,Investigations et Enquêtes,UC50uCdUubc04xXZz7bqv5ng,Entertainment,fr,fr,31607,364,,,0,56,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
vAosnQeM5mY,other,Les principes du droit de l environnement - 1,no,,no,1403015859,2014-06-17 14:06:39,Nicolas de Sadeleer,UC11ChNi2dkgqNV7SQuWg-jw,People & Blogs,,,28469,277,,,0,16,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
TbDmKZenaBY,other,3 ans de la loi anti-gaspillage pour une économie circulaire,no,,no,1685092687,2023-05-26 09:05:07,Ministères Écologie Énergie Territoires,UCe2_2k-_81Y4RNKBnlMjrLg,News & Politics,fr,fr,374,12,,,0,1,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
U918NgtKy0Q,other,La pollution vient du Canada ? Les risques des incendies des forêts du Canada,no,,no,1689784210,2023-07-19 16:07:10,Doctissimo,UCGexSARr1S9mRfn2G72xPLQ,Howto & Style,fr,fr,2707,33,,,0,2,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
rzooBcpZyBQ,other,Endométriose  l hypothèse environnementale,no,,yes,1488816098,2017-03-06 16:03:38,Fréquence Médicale,UCtNyuN_HFlNYO0-gqXwhLTg,Science & Technology,,fr,9537,102,,,0,14,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
Ev7tcviIpT4,other,L’histoire de Bogdan  un gamin pris dans l’engrenage du trafic de drogue,no,,no,1683815919,2023-05-11 14:05:39,La Croix,UCtJk8WNzhAu37r-QBmY7pRA,News & Politics,fr,fr,1388,10,,,0,0,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
JFNbg3p-qf4,other,Jeux de la Francophonie 2023 les épreuves du 3/08,no,,no,1691066009,2023-08-03 12:08:29,TV5MONDE,UCJsZHPR1jqKu-soDmKNMBFg,Entertainment,en,fr,982,24,,,0,0,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
AqZ8hq4xUbc,other,Comment rafraîchir la ville ?,no,,no,1690282805,2023-07-25 11:07:05,Le Monde,UCYpRDnhk5H8h16jpS84uqsA,News & Politics,fr,fr,20891,1088,,,0,55,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
PRrzxjPGd-E,other,LE MEILLEUR ET LE PIRE DES GLACES : CRÈME GLACÉE  MAGNUM  MARS GLACÉ... QUE CHOISIR CET ÉTÉ ?,no,,no,1689351954,2023-07-14 16:07:54,Dr Jean-Michel Cohen,UCOW2nWK-35Wdu-e0HTvHXXA,Howto & Style,fr,fr,83947,3294,,,0,201,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
tsEDrh83UmQ,other,Douche froide : quelle température ? Combien de temps sous l eau ? Combien de temps pour s habituer?,no,,no,1595174427,2020-07-19 16:07:27,Guillaume Feelgood,UCFvzFLTCf8LpHiyBTL5R-JA,People & Blogs,,fr,13203,434,,,0,110,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
NMNeZzUKgMY,other,Lège-Cap Ferret : les bornes communicantes anti-incendie en place,no,,no,1689616751,2023-07-17 17:07:11,Sud Ouest,UC7PX-myPpcT4YfZEWqZxGGg,News & Politics,fr,fr,840,22,,,0,0,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
nn1B6pfVfFI,other,[AVS]  Ménopause  quelles solutions contre les bouffées de chaleur ?  - Dr Odile Bagot,no,,no,1604599215,2020-11-05 18:11:15,Beur FM,UCR_C4rru48vq0j4zNCujPfw,Howto & Style,,,18971,276,,,0,35,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
iC6J-PDgh8c,other,Santé - Les glaces,no,,no,1690786710,2023-07-31 06:07:30,Télé Matin,UCGxEJXuCo8lXti1A3akxyjg,Entertainment,,,387,15,,,0,0,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
hHx_snGLLmQ,other,Vacances - La saison des guinguettes est ouverte !,no,,no,1690787741,2023-07-31 07:07:41,Télé Matin,UCGxEJXuCo8lXti1A3akxyjg,Entertainment,,,135,3,,,0,0,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
Grx_icG268s,other,CONFORT D’ÉTÉ ET CLIMATISATION ! #consomag,no,,no,1687424417,2023-06-22 09:06:17,Conso Mag,UCVS0usIYrEC_1O_4xYxtmKw,Howto & Style,fr,fr,192,11,,,0,0,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
wz8hO2B5j2o,other,Rafraîchir son #logement le matin #canicule #climat #chaleur #été ☀️,no,,no,1689147928,2023-07-12 07:07:28,Ministères Écologie Énergie Territoires,UCe2_2k-_81Y4RNKBnlMjrLg,News & Politics,fr,fr,853,25,,,0,0,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
LDx4wyical4,other,Nos corps à l épreuve de la chaleur,no,,no,1689773051,2023-07-19 13:07:11,Ministères Écologie Énergie Territoires,UCe2_2k-_81Y4RNKBnlMjrLg,Science & Technology,fr,fr,169,6,,,0,0,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
Xcd9H-QL5Bo,other,Les bons gestes face à une vague de chaleur #canicule #chaleur #climat #été #logement,no,,no,1689148066,2023-07-12 07:07:46,Ministères Écologie Énergie Territoires,UCe2_2k-_81Y4RNKBnlMjrLg,News & Politics,fr,fr,242,8,,,0,0,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
VqFwo4g_X7g,other,This Winter Is Going To be VERY Different…,no,,no,1690920790,2023-08-01 20:08:10,Ryan Hall  Y all,UCJHAT3Uvv-g3I8H3GhHWV7w,Entertainment,en-US,en-US,1927183,60862,,,0,4083,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
AsY5_CuVVQA,other,Maquillage toxique : réduire les perturbateurs endocriniens #sante #bienetre #beaute,yes,40,no,1678345204,2023-03-09 07:03:04,Cynthia Kå,UCkzCtxJAklNTXCAxsuyBR9Q,Howto & Style,fr,fr-FR,72742,2697,,,0,56,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
LdwyoeY1_44,other,Comment bien se NETTOYER les OREILLES ?,no,,no,1690993807,2023-08-02 16:08:07,Doctissimo,UCGexSARr1S9mRfn2G72xPLQ,Howto & Style,fr,fr,1429,81,,,0,0,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
-r2Nh0aphss,other,J AI TESTÉ L EAU DE RIZ SUR MES CHEVEUX PENDANT 1 SEMAINE !,no,,no,1636207343,2021-11-06 14:11:23,Cynthia Dulude,UCgDzKSjHUuSioc8YhbnpwdA,Howto & Style,,fr,183474,4617,,,0,274,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
hAvnQFiZOOQ,other,Les pouvoirs incroyables de la peau,no,,no,1598160601,2020-08-23 05:08:01,Doctissimo,UCGexSARr1S9mRfn2G72xPLQ,Howto & Style,fr,fr,11321,271,,,0,5,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
u8hbAVd-yF4,other,Santé - L’esthétique sans bistouri,no,,no,1485332727,2017-01-25 08:01:27,Télé Matin,UCGxEJXuCo8lXti1A3akxyjg,Entertainment,,,238892,1029,,,0,94,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
n_1K7FciANU,other,Test de glycémie capillaire,no,,no,1428515215,2015-04-08 17:04:55,diabete_hsj,UCyCv_0CeumQQ5lPq9-NZjrA,People & Blogs,,,171720,706,,,0,19,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
bGxFtDWAxtw,other,LES DIFFERENCES ENTRE LES MENTIONS « FABRIQUÉ EN FRANCE » ET « ORIGINE FRANCE GARANTIE » #consomag,no,,no,1688979616,2023-07-10 09:07:16,Conso Mag,UCVS0usIYrEC_1O_4xYxtmKw,Howto & Style,fr,fr,441,13,,,0,1,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
Wvyv9L22emY,other,Comment fabriquer son déodorant ? - Le Magazine de la Santé,no,,no,1656252012,2022-06-26 14:06:12,Allo Docteurs,UCv6qHPwghGsyOfzEYZXcfKg,Entertainment,,fr,7599,,,,0,8,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
CdQiOP_tn1Q,other,How to Apply Makeup for Beginners (STEP BY STEP) | Eman,no,,no,1602448719,2020-10-11 20:10:39,EMAN,UCaZZh0mI6NoGTlmeI6dbP7Q,Howto & Style,en,en,3957695,122155,,,0,2496,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
eJdX5wYhvRY,other,WTF c’est quoi ce rouge à lèvres ?,no,,no,1651864560,2022-05-06 19:05:00,Laura R,UCjFd7smY3e9Eb9hT67NK2Ng,Entertainment,fr,fr,1962839,119093,,,0,282,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
HgQyiDZmzU0,other,Le maquillage de luxe VS le maquillage moins chère,no,,no,1677436602,2023-02-26 18:02:42,Nour Benh,UCCwbixV8E8Hq1Tu197NL-oQ,People & Blogs,,,669394,56940,,,0,348,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
dyxjAFdjQa0,other,Je teste des produits Rare Beauty pour la première fois  le blush n’a pas fait le buzz pour rien !,no,,no,1670258772,2022-12-05 16:12:12,The Classy Emily,UC7Ato8_zZfsQ8QT4fQ2CGUA,People & Blogs,,en,38674,2956,,,0,16,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
1ESnvLg7kc8,other,10 FRENCH BEAUTY PRODUCTS EVERYONE SHOULD HAVE,no,,no,1644251845,2022-02-07 16:02:25,Frederique Bros,UCupoVcnID4jngfcy-XFPF3Q,Howto & Style,en,en,109995,5810,,,0,368,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
nofsOnHAkWA,other,MAQUILLER ET CORRIGER SON TEINT DE MANIÈRE NATURELLE: ROUGEURS  BOUTONS  TÂCHES | Bases du makeup,no,,no,1615402820,2021-03-10 19:03:20,Mimi s Signature,UCb_-nMjkudntAMN0GCDquhQ,Howto & Style,,fr,95983,4223,,,0,379,https://i.ytimg.com/vi/undefined/mqdefault.jpg,FR,Other
