name,cluster,cluster name,label,isSeed,seedRank,linksSeed,publishedAtUnix,publishedAtSQL,channelTitle,channelId,videoCategoryLabel,defaultLanguage,defaultAudioLanguage,viewCount,likeCount,dislikeCount,dislikeLikeRatio,favoriteCount,commentCount,thumb,language,clusterLabel
UBEjgIyp4FA,other,Forever chemicals in water,How 3M And DuPont Are Being Sued Over ‘Forever Chemicals’ In Water,yes,17,no,1686585615,2023-06-12 16:06:15,CNBC,UCvJJ_dzjViJCoLf5uKUTwoA,News & Politics,,en,176273,3317,,,0,651,https://i.ytimg.com/vi/UBEjgIyp4FA/mqdefault.jpg,FR,Other
sZHuZkUUYM4,other,Forever chemicals in water,How “forever chemicals” polluted America’s water,yes,34,yes,1596547804,2020-08-04 13:08:04,Vox,UCLXo7UDZvByw2ixzpQCufnA,News & Politics,,en,831772,31087,,,0,2321,https://i.ytimg.com/vi/sZHuZkUUYM4/mqdefault.jpg,FR,Other
5CUvPykRxHI,other,Forever chemicals in water,The Toxic Legacy of 3M s  Forever Chemicals,yes,38,yes,1671814988,2022-12-23 17:12:08,Bloomberg Originals,UCUMZ7gohGI9HcU9VNsr2FJQ,News & Politics,en,en,211912,4482,,,0,524,https://i.ytimg.com/vi/5CUvPykRxHI/mqdefault.jpg,FR,Other
fOAfDJ43Bgc,other,Forever chemicals in water,Study: US water contaminated with  forever chemicals,no,,yes,1688659001,2023-07-06 15:07:41,CNN,UCupvZG-5ko_eiXAupbDfxWw,News & Politics,en,en,63657,1664,,,0,268,https://i.ytimg.com/vi/fOAfDJ43Bgc/mqdefault.jpg,FR,Other
MmKq-HZFM2M,other,Forever chemicals in water,Technology to eliminate  forever chemicals  showing positive results,no,,yes,1688686252,2023-07-06 23:07:52,CBS Evening News,UCAeWdyKJXGWmVAXFpgLNNTg,News & Politics,,en,3890,79,,,0,12,https://i.ytimg.com/vi/MmKq-HZFM2M/mqdefault.jpg,FR,Other
XwuwThlaq9I,other,Forever chemicals in water,Study found nearly half of all drinking water in the U.S. contains ‘forever chemicals’ #shorts,no,,yes,1688738475,2023-07-07 14:07:15,Yahoo News,UCKY1msUI1iVtnKHPaLOsiQg,News & Politics,,en,271416,2050,,,0,1137,https://i.ytimg.com/vi/XwuwThlaq9I/mqdefault.jpg,FR,Other
mb1nvRrbESo,other,Forever chemicals in water,Potentially cancer-causing  forever chemicals  found in nearly half of US faucets: USGS,no,,yes,1688702155,2023-07-07 03:07:55,ABC11,UCe7cIhm4_RWsThRzBCXtmOQ,News & Politics,,,73326,648,,,0,328,https://i.ytimg.com/vi/mb1nvRrbESo/mqdefault.jpg,FR,Other
oCY3O9tU_gA,other,Forever chemicals in water,US study reveals nearly half of US tap water contains ‘forever chemicals’ #shorts,no,,no,1689123616,2023-07-12 01:07:16,Fox Business,UCCXoCcu9Rp7NPbTzIvogpZg,News & Politics,,en-US,28292,1379,,,0,80,https://i.ytimg.com/vi/oCY3O9tU_gA/mqdefault.jpg,FR,Other
4ammkl3U-iU,other,Forever chemicals in water,Nearly half of tap water in US contains forever chemicals,no,,yes,1688819088,2023-07-08 12:07:48,WUSA9,UCcT6w3xUyVshyR2_2vrMp1w,News & Politics,en,en,665,16,,,0,5,https://i.ytimg.com/vi/4ammkl3U-iU/mqdefault.jpg,FR,Other
oaxsaY9lIWE,other,Forever chemicals in water,The Forever Chemicals -- The Full Show | Great Lakes Now,no,,yes,1553817804,2019-03-29 00:03:24,Detroit Public TV,UCeKem7g09AKfD1KNR1ytjhA,News & Politics,,en,63361,1143,,,0,193,https://i.ytimg.com/vi/oaxsaY9lIWE/mqdefault.jpg,FR,Other
WIgLLpcanPM,other,Forever chemicals in water,Gravitas Plus: Everything you must know about the deadly Forever Chemicals,no,,no,1625409011,2021-07-04 14:07:11,WION,UC_gUM8rL-Lrg6O3adPW9K1g,News & Politics,en,en,2912998,65072,,,0,4051,https://i.ytimg.com/vi/WIgLLpcanPM/mqdefault.jpg,FR,Other
tqKEG5LxPiY,other,Forever chemicals in water,Forever Chemicals,no,,no,1617195614,2021-03-31 13:03:14,Reactions,UCdJ9oJ2GUF8Vmb-G63ldGWg,Science & Technology,en,en,23173,847,,,0,76,https://i.ytimg.com/vi/tqKEG5LxPiY/mqdefault.jpg,FR,Other
ov7FTzDQy-k,other,Forever chemicals in water,Engineers develop water filtration system that permanently removes  forever chemicals,no,,yes,1682596839,2023-04-27 12:04:39,NBC News,UCeY0bbntWzzVIaj2z3QigXg,News & Politics,,en,663575,7732,,,0,1238,https://i.ytimg.com/vi/ov7FTzDQy-k/mqdefault.jpg,FR,Other
5ALeRsbz3H0,other,Forever chemicals in water,Forever Chemicals  found in 45% of US water samples,no,,yes,1688683151,2023-07-06 22:07:11,Click On Detroit | Local 4 | WDIV,UCqMdEOPBZbGPykVOhUqWqfA,News & Politics,,,1238,17,,,0,4,https://i.ytimg.com/vi/5ALeRsbz3H0/mqdefault.jpg,FR,Other
CzL_PqQmvuI,other,Forever chemicals in water,Nearly half of US tap water contains ‘forever chemicals ’ study warns,no,,yes,1689099302,2023-07-11 18:07:02,Fox Business,UCCXoCcu9Rp7NPbTzIvogpZg,News & Politics,,,4241,132,,,0,53,https://i.ytimg.com/vi/CzL_PqQmvuI/mqdefault.jpg,FR,Other
iDhTQ0eB3EU,other,Forever chemicals in water,Health News: Forever chemicals found in water filters,no,,no,1689104075,2023-07-11 19:07:35,Atlanta News First,UCWElIIlFx2JiyI9UVrbrEcw,News & Politics,,,1006,27,,,0,1,https://i.ytimg.com/vi/iDhTQ0eB3EU/mqdefault.jpg,FR,Other
kchYNBXCjGM,other,Forever chemicals in water,Forever chemicals  in Twin Cities waterways,no,,no,1690897433,2023-08-01 13:08:53,FOX 9 Minneapolis-St. Paul,UClwddNv0Cr6SIEGkzVK886w,News & Politics,,en,169,5,,,0,2,https://i.ytimg.com/vi/kchYNBXCjGM/mqdefault.jpg,FR,Other
igk__4R3TkA,other,Forever chemicals in water,Like a Forever Chemical,no,,yes,1586305950,2020-04-08 00:04:30,Environmental Chemistry Explained,UCgW_stImMCcu31qut6i4jKQ,People & Blogs,,en-US,2133,80,,,0,21,https://i.ytimg.com/vi/igk__4R3TkA/mqdefault.jpg,FR,Other
05emfyK4ZSE,other,Forever chemicals in water,3M agrees to $10.3 billion PFAS settlement,no,,yes,1687472288,2023-06-22 22:06:08,WCCO - CBS Minnesota,UCry2gCVdntv6r661sKUiKXw,News & Politics,,en,73840,342,,,0,178,https://i.ytimg.com/vi/05emfyK4ZSE/mqdefault.jpg,FR,Other
r0NmgG3BpDs,other,Forever chemicals in water,3M to pay $10 billion in  forever chemicals  settlement,no,,yes,1687503994,2023-06-23 07:06:34,Reuters,UChqUTb7kYRX8-EiaN3XFrSQ,News & Politics,,en,16039,181,,,0,,https://i.ytimg.com/vi/r0NmgG3BpDs/mqdefault.jpg,FR,Other
xaBcxpsmArE,other,Forever chemicals in water,3M agrees to $10.3 billion settlement in drinking water safety lawsuit,no,,yes,1687566622,2023-06-24 00:06:22,NBC News,UCeY0bbntWzzVIaj2z3QigXg,News & Politics,,en,34271,186,,,0,59,https://i.ytimg.com/vi/xaBcxpsmArE/mqdefault.jpg,FR,Other
rSxAQuJ2yVQ,other,Forever chemicals in water,3M to pay $10.3 billion settlement for contamination,no,,yes,1687517383,2023-06-23 10:06:43,WPTV News - FL Palm Beaches and Treasure Coast,UC0bCUnP5RrkJZUtd3bBz6Kw,News & Politics,,en-US,9672,65,,,0,20,https://i.ytimg.com/vi/rSxAQuJ2yVQ/mqdefault.jpg,FR,Other
Lcrt-EZbkKU,other,Forever chemicals in water,3M settles  forever chemical  lawsuit for $10.3 billion,no,,yes,1687471898,2023-06-22 22:06:38,CNBC Television,UCrp_UI8XtuYfpiqluWLD7Lw,News & Politics,,en,12145,46,,,0,22,https://i.ytimg.com/vi/Lcrt-EZbkKU/mqdefault.jpg,FR,Other
0ap4o_i6WJA,other,Forever chemicals in water,QCN Legal Analyst: 3M settles  forever chemicals  lawsuit for $10B,no,,yes,1687554168,2023-06-23 21:06:48,Queen City News,UC6YN4FNhAKN3MDO5DbJSnOA,News & Politics,,en,376,4,,,0,5,https://i.ytimg.com/vi/0ap4o_i6WJA/mqdefault.jpg,FR,Other
V0TqU6ynqV0,other,Forever chemicals in water,3M agrees to pay $10.3B for contaminated drinking water | WQAD News 8,no,,yes,1687567200,2023-06-24 00:06:00,WQAD News 8,UCRlWXcripH3oV_v6uSb9ASw,News & Politics,en,en,40999,300,,,0,101,https://i.ytimg.com/vi/V0TqU6ynqV0/mqdefault.jpg,FR,Other
0CfvagrIm-s,other,Forever chemicals in water,3M reaches settlement for more than $10 billion over PFAS contamination,no,,yes,1687544741,2023-06-23 18:06:41,NEWS CENTER Maine,UCQAUoXXSGHSntpTPvWwvXbg,News & Politics,en,en,22335,117,,,0,62,https://i.ytimg.com/vi/0CfvagrIm-s/mqdefault.jpg,FR,Other
SLv18PIcdlY,other,Forever chemicals in water,3M agrees to $10.3 billion settlement in water contamination lawsuits,no,,yes,1687534426,2023-06-23 15:06:46,Yahoo Finance,UCEAZeUIeJs0IjQiqTCdVSIg,News & Politics,,en-US,7256,61,,,0,,https://i.ytimg.com/vi/SLv18PIcdlY/mqdefault.jpg,FR,Other
nASMIuFuxb8,other,,Conférence climat - Beaujolais  Géoparc mondial UNESCO,no,,no,1689669217,2023-07-18 08:07:37,Beaujolais Géoparc mondial UNESCO,UCgOOk5L9xn4f9CMBdv9HIIw,Education,,,108,5,,,0,0,https://i.ytimg.com/vi/nASMIuFuxb8/mqdefault.jpg,FR,Other
6f4wbIl3lD0,other,,Générations Futures: notre équipe  notre combat.,no,,no,1669636664,2022-11-28 11:11:44,Générations Futures,UC5ma2JwI7oiquXcl-gzC3Jw,Howto & Style,,fr,92,3,,,0,1,https://i.ytimg.com/vi/6f4wbIl3lD0/mqdefault.jpg,FR,Other
XgVC9gw9WDs,other,,Marche pour le Climat le 9 avril 2022,no,,no,1649235459,2022-04-06 08:04:39,Générations Futures,UC5ma2JwI7oiquXcl-gzC3Jw,Howto & Style,,fr,260,6,,,0,0,https://i.ytimg.com/vi/XgVC9gw9WDs/mqdefault.jpg,FR,Other
j3wiQtv4pr8,other,,#REACh : positionnement de la France lors du Conseil des Ministres de l Environnement le 20/12/2022,no,,no,1671615841,2022-12-21 09:12:01,Générations Futures,UC5ma2JwI7oiquXcl-gzC3Jw,Howto & Style,,fr,96,1,,,0,0,https://i.ytimg.com/vi/j3wiQtv4pr8/mqdefault.jpg,FR,Other
ls6e394yLOw,other,,Fostering Equity and Inclusion to Spur innovation,no,,no,1688759563,2023-07-07 19:07:43,wwwAAASorg,UCU_uRsjNMd1qP6CaKyFND_Q,Entertainment,,en,63,1,,,0,,https://i.ytimg.com/vi/ls6e394yLOw/mqdefault.jpg,FR,Other
gLYVLi66T0I,other,,Sit down with AAAS CEO Sudip S. Parikh: Funding the future,no,,no,1687965970,2023-06-28 15:06:10,wwwAAASorg,UCU_uRsjNMd1qP6CaKyFND_Q,Entertainment,,en,460,6,,,0,,https://i.ytimg.com/vi/gLYVLi66T0I/mqdefault.jpg,FR,Other
9NWoe8uoOZ8,other,,Science Session: Exploring the Impacts of Climate Change on the Solid Waste Industry,no,,no,1690303963,2023-07-25 16:07:43,EREFDN,UCMC81tJn9Kru7plhtE6koKA,People & Blogs,,en-US,40,1,,,0,0,https://i.ytimg.com/vi/9NWoe8uoOZ8/mqdefault.jpg,FR,Other
k7xR2xoUVXs,other,,Building the Workforce of the Future,no,,no,1688759556,2023-07-07 19:07:36,wwwAAASorg,UCU_uRsjNMd1qP6CaKyFND_Q,Entertainment,,en,39,0,,,0,,https://i.ytimg.com/vi/k7xR2xoUVXs/mqdefault.jpg,FR,Other
Dh2swS9lgtM,other,,GWA Forum FERC 2222 Implementation,no,,no,1689875829,2023-07-20 17:07:09,The GridWise Alliance,UCoRZR4fLvOEXuzwbzpvR1mw,People & Blogs,,,31,0,,,0,0,https://i.ytimg.com/vi/Dh2swS9lgtM/mqdefault.jpg,FR,Other
x-FwSiK6s_8,other,,How artificial intelligence and robotics are transforming the beauty industry,no,,no,1690895373,2023-08-01 13:08:33,CBS Mornings,UC-SJ6nODDmufqBzPBwCvYvQ,News & Politics,,en,1196,58,,,0,7,https://i.ytimg.com/vi/x-FwSiK6s_8/mqdefault.jpg,FR,Other
ncdx0CQ1Izw,other,,Glex Summit 2021 - Victor Vescovo Presentation,no,,no,1653487925,2022-05-25 14:05:05,GLEX Summit,UCbcHqqxtdEhgcBNxgq-gwCg,Travel & Events,,,7201,174,,,0,20,https://i.ytimg.com/vi/ncdx0CQ1Izw/mqdefault.jpg,FR,Other
n3w4yl8KwC8,other,,We Adopted a Baby.,no,,no,1690754402,2023-07-30 22:07:02,DELLA VLOGS,UCjKnNUbNcj7p_i3_gDyGyPg,Entertainment,en,en,2336633,134106,,,0,13674,https://i.ytimg.com/vi/n3w4yl8KwC8/mqdefault.jpg,FR,Other
2SKBPZitoBk,other,,we re getting divorced,no,,no,1690822838,2023-07-31 17:07:38,Brittany Vasseur,UCVKFs0cesQUEGtn8gQmhbHw,Howto & Style,,en-US,256386,23251,,,0,7449,https://i.ytimg.com/vi/2SKBPZitoBk/mqdefault.jpg,FR,Other
GtEzOrB0AMk,other,,Future of ECHA’s submission systems,no,,no,1686038411,2023-06-06 08:06:11,EUchemicals,UCV6IkCp9rRO1sBUYPD_CuJw,Science & Technology,en-GB,en-GB,1300,13,,,0,0,https://i.ytimg.com/vi/GtEzOrB0AMk/mqdefault.jpg,FR,Other
GpiOLoKDnKc,other,,World without Fluoropolymers - Pro K,no,,no,1685631953,2023-06-01 15:06:53,Gujarat Fluorochemicals,UCWnbtWwUKSZ5Tt0PcZ2OrYQ,Science & Technology,,,435,8,,,0,0,https://i.ytimg.com/vi/GpiOLoKDnKc/mqdefault.jpg,FR,Other
6IN4ZcZAUbA,other,,The global coffee crisis is coming,no,,no,1597060803,2020-08-10 12:08:03,Vox,UCLXo7UDZvByw2ixzpQCufnA,News & Politics,,en-US,2818086,78998,,,0,6689,https://i.ytimg.com/vi/6IN4ZcZAUbA/mqdefault.jpg,FR,Other
KElAJGp3VUs,other,,Slime-inspired planning: Designing our future cities with slime mold?,no,,no,1685883619,2023-06-04 13:06:19,DW Planet A,UCb72Gn5LXaLEcsOuPKGfQOg,Education,,en,7061,426,,,0,12,https://i.ytimg.com/vi/KElAJGp3VUs/mqdefault.jpg,FR,Other
igOiTG3oZMo,other,,The future of denim,no,,no,1684674034,2023-05-21 13:05:34,DW Planet A,UCb72Gn5LXaLEcsOuPKGfQOg,Education,,en,8495,418,,,0,13,https://i.ytimg.com/vi/igOiTG3oZMo/mqdefault.jpg,FR,Other
3HZrAKpVvGg,other,,The toilet: A genius invention,no,,no,1679835603,2023-03-26 13:03:03,DW Planet A,UCb72Gn5LXaLEcsOuPKGfQOg,Education,,en,8448,280,,,0,13,https://i.ytimg.com/vi/3HZrAKpVvGg/mqdefault.jpg,FR,Other
WBKkurfX5Dg,other,,Formula 1: Racing to a Greener Future?,no,,no,1686488422,2023-06-11 13:06:22,DW Planet A,UCb72Gn5LXaLEcsOuPKGfQOg,Education,,en,4789,236,,,0,8,https://i.ytimg.com/vi/WBKkurfX5Dg/mqdefault.jpg,FR,Other
SODZvOux9K0,other,,On our agenda: Cutting down on meetings,no,,no,1690722840,2023-07-30 13:07:00,CBS Sunday Morning,UCVT1tPkR-fUVlO652EcO3ow,News & Politics,,en,22861,385,,,0,30,https://i.ytimg.com/vi/SODZvOux9K0/mqdefault.jpg,FR,Other
VsUF_CBJq50,other,,The Race to Build a Perfect Computer Chip,no,,no,1668090394,2022-11-10 14:11:34,Bloomberg Originals,UCUMZ7gohGI9HcU9VNsr2FJQ,News & Politics,,en,700026,15393,,,0,737,https://i.ytimg.com/vi/VsUF_CBJq50/mqdefault.jpg,FR,Other
35KCSILpmvA,other,,Enforcement Forum s impact and future: insights from the Forum s outgoing Chair,no,,no,1687248471,2023-06-20 08:06:51,EUchemicals,UCV6IkCp9rRO1sBUYPD_CuJw,Science & Technology,en-GB,en-GB,107,1,,,0,0,https://i.ytimg.com/vi/35KCSILpmvA/mqdefault.jpg,FR,Other
xl-277w2MSM,other,,Climate change causing a sense of despair? Here are some ways to combat it,no,,no,1690753278,2023-07-30 21:07:18,PBS NewsHour,UC6ZFN9Tx6xh-skXCuRHCDpQ,News & Politics,,en-US,15931,340,,,0,,https://i.ytimg.com/vi/xl-277w2MSM/mqdefault.jpg,FR,Other
V9toOmg1YFA,other,,A Brief But Spectacular take on the future from high school graduates,no,,no,1690666680,2023-07-29 21:07:00,PBS NewsHour,UC6ZFN9Tx6xh-skXCuRHCDpQ,News & Politics,,en-US,10268,203,,,0,,https://i.ytimg.com/vi/V9toOmg1YFA/mqdefault.jpg,FR,Other
YVzgxLyNENQ,other,,The Tailoring Academy at Skills England with UKFT,no,,no,1617203123,2021-03-31 15:03:23,UKFTorg,UCEVjGkjHuZ-zyag3GtSZoPg,People & Blogs,,,847,13,,,0,1,https://i.ytimg.com/vi/YVzgxLyNENQ/mqdefault.jpg,FR,Other
iDhM1lFPxGo,other,,UN Chief: Earth Is Now in the ‘Era of Global Boiling’,no,,no,1690570879,2023-07-28 19:07:19,NowThis Earth,UCFH5dQAkGIqzcFYmM4tNtXw,Science & Technology,,en,2278,356,,,0,52,https://i.ytimg.com/vi/iDhM1lFPxGo/mqdefault.jpg,FR,Other
gS9Qwurq4Ts,other,,How Solar Geoengineering Could Be Used to Fight Climate Change,no,,no,1690322431,2023-07-25 22:07:31,NowThis Earth,UCFH5dQAkGIqzcFYmM4tNtXw,Science & Technology,,en,1818,130,,,0,42,https://i.ytimg.com/vi/gS9Qwurq4Ts/mqdefault.jpg,FR,Other
gA_WjaUA8tk,other,,The farm of the future | Cricket Farm | Sens,no,,no,1610023701,2021-01-07 12:01:21,SENS Foods,UCTK8rxaTgpwjtcggOuESjyw,People & Blogs,,,13733,159,,,0,9,https://i.ytimg.com/vi/gA_WjaUA8tk/mqdefault.jpg,FR,Other
V4rvGzYGbQk,other,,MS Doemitz in Anklam: Maschinenstart 2022,no,,no,1688037247,2023-06-29 11:06:07,GWA Anklam,UCqFSlMxta4IXwhDuCI_99bA,Howto & Style,,,12951,95,,,0,7,https://i.ytimg.com/vi/V4rvGzYGbQk/mqdefault.jpg,FR,Other
qXpSIoaiq6E,other,,Wake up call: South Shore Jazz Collective,no,,no,1690885273,2023-08-01 10:08:13,WCVB Channel 5 Boston,UC72UssJ1DNQcakZXm-B2-zw,News & Politics,en,,47,2,,,0,,https://i.ytimg.com/vi/qXpSIoaiq6E/mqdefault.jpg,FR,Other
8ob7vKMjWXs,other,,Deux magnifiques semaines de vacances dans les Pouilles | Italia 2022,no,,no,1658907117,2022-07-27 07:07:57,Raphaël Schülé | production,UCYKWnWRr7H_48yMKnEIdzaA,Travel & Events,,en-US,5163,48,,,0,12,https://i.ytimg.com/vi/8ob7vKMjWXs/mqdefault.jpg,FR,Other
RSw3uLNzu1s,other,,Banksy  le maître du street art - Épisode 2,no,,yes,1686045618,2023-06-06 10:06:18,CULTURE G,UCD1eDWDgDTSjVaSfO02ozBw,Education,fr,fr,255,14,,,0,0,https://i.ytimg.com/vi/RSw3uLNzu1s/mqdefault.jpg,FR,Other
Wpg37f0L8gw,other,,Osterbräuche rund um die Welt - 2 von 3,no,,no,1587232809,2020-04-18 18:04:09,Stefan Jänke,UCxV6ZgdDh4qel1rLht1rGwQ,Music,,,1677,22,,,0,1,https://i.ytimg.com/vi/Wpg37f0L8gw/mqdefault.jpg,FR,Other
Kp6Y5rMhuVQ,other,,Envoyé spécial. Antidouleurs : l Amérique dévastée - 21 février 2019 (France 2),no,,no,1551168001,2019-02-26 08:02:01,Envoyé Spécial,UCCauEjHzPXxGer8af3u4x5g,News & Politics,fr,fr,1093965,10744,,,0,2729,https://i.ytimg.com/vi/Kp6Y5rMhuVQ/mqdefault.jpg,FR,Other
jnqGqqPFV0Q,other,,Campagne #REACh - Épisode 2 : REACh  un règlement ambitieux mais qui comporte des failles.,no,,no,1667572708,2022-11-04 14:11:28,Générations Futures,UC5ma2JwI7oiquXcl-gzC3Jw,Howto & Style,,fr,123,1,,,0,0,https://i.ytimg.com/vi/jnqGqqPFV0Q/mqdefault.jpg,FR,Other
RmaqGrmA6gs,other,,What’s in your food? | Dig in 2 It,no,,yes,1677124029,2023-02-23 03:02:09,WFMY News 2,UC6UcjqhROKEWmz7aGzees9A,News & Politics,en,en,1657489,26811,,,0,5685,https://i.ytimg.com/vi/RmaqGrmA6gs/mqdefault.jpg,FR,Other
u4Bqo6z19LM,other,,De afvaldump door Rijkswaterstaat - deel 2,no,,no,1601302134,2020-09-28 14:09:54,Zembla,UCMo9uZjfZuvVRxKDgaTBOyQ,News & Politics,,nl-NL,121282,1520,,,0,510,https://i.ytimg.com/vi/u4Bqo6z19LM/mqdefault.jpg,FR,Other
DmIb4TNyZAQ,other,,Brandgevaar deel 2,no,,no,1668006010,2022-11-09 15:11:10,Zembla,UCMo9uZjfZuvVRxKDgaTBOyQ,News & Politics,,nl-NL,21626,350,,,0,63,https://i.ytimg.com/vi/DmIb4TNyZAQ/mqdefault.jpg,FR,Other
o68NQ9ZhW1Q,other,,Pacific Islands Climate Collaborative - 2023 Forum Part 2,no,,no,1689713523,2023-07-18 20:07:03,PICHTR Webinars,UCnD_SzJBmZjk4pLPacRix7g,Nonprofits & Activism,,en,33,,,,0,0,https://i.ytimg.com/vi/o68NQ9ZhW1Q/mqdefault.jpg,FR,Other
cfKzTYd7E5Q,other,,Économisons l eau - Episode 2 - Retour d expérience du Domaine de Briange (Ardèche),no,,no,1689847613,2023-07-20 10:07:53,CCI Auvergne-Rhône-Alpes,UCzEYhv-onOaT3z_HmEKN19w,News & Politics,fr,fr,119,4,,,0,1,https://i.ytimg.com/vi/cfKzTYd7E5Q/mqdefault.jpg,FR,Other
fwHtCS4tpdc,other,,Sécheresse - Ep. 2/4 | Les mesures et les contrôles,no,,no,1690288374,2023-07-25 12:07:54,Préfecture de la région BFC et de Côte-d Or,UCJdWfjXEmet3c-Cccs4q50g,Nonprofits & Activism,,fr,73,0,,,0,,https://i.ytimg.com/vi/fwHtCS4tpdc/mqdefault.jpg,FR,Other
dug56u8NN7g,other,,Marvel Studios’ Loki Season 2 | Official Trailer | Disney+,no,,no,1690808424,2023-07-31 13:07:24,Marvel Entertainment,UCvC4D8onUfXzvjTOM-dBfEA,Entertainment,,en,9138550,423892,,,0,16956,https://i.ytimg.com/vi/dug56u8NN7g/mqdefault.jpg,FR,Other
SW5IAMcjUy4,other,,Apex Legends: Resurrection Launch Trailer | Kill Code - Part 2,no,,no,1690815611,2023-07-31 15:07:11,Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Gaming,en,en,1794551,74913,,,0,2958,https://i.ytimg.com/vi/SW5IAMcjUy4/mqdefault.jpg,FR,Other
V_he2ZS1_3I,other,,Mycotoxins Part 2: A Brief Mycohistory,no,,yes,1588561659,2020-05-04 03:05:39,Environmental Chemistry Explained,UCgW_stImMCcu31qut6i4jKQ,Education,,,217,16,,,0,2,https://i.ytimg.com/vi/V_he2ZS1_3I/mqdefault.jpg,FR,Other
AHQys35Re0I,other,,Day 2: New approach methodologies workshop  31 May - 1 June,no,,no,1685625759,2023-06-01 13:06:39,EUchemicals,UCV6IkCp9rRO1sBUYPD_CuJw,Science & Technology,en-GB,en-GB,1812,12,,,0,0,https://i.ytimg.com/vi/AHQys35Re0I/mqdefault.jpg,FR,Other
3x5_Ki5Hm_o,other,,Bronzage : NE PAS confondre la chaleur et le fait de bronzer : tout comprendre en 2 minutes !,no,,no,1690718410,2023-07-30 12:07:10,Physico Chimico Méthodo !,UCZF1NhDSo2bVskqnJElbjYw,Science & Technology,fr,fr-FR,30,7,,,0,0,https://i.ytimg.com/vi/3x5_Ki5Hm_o/mqdefault.jpg,FR,Other
9HWghBiGYGc,other,,Quiz du jour : physique chimie n°002 : symbole chimique,no,,no,1689701385,2023-07-18 17:07:45,Physico Chimico Méthodo !,UCZF1NhDSo2bVskqnJElbjYw,Science & Technology,fr,fr-FR,159,7,,,0,0,https://i.ytimg.com/vi/9HWghBiGYGc/mqdefault.jpg,FR,Other
zGFK5D016OA,other,,Epreuve du brevet 2023 : quiz n°2 de 2 minutes pour réviser ses connaissances en sciences !,no,,no,1687594218,2023-06-24 08:06:18,Physico Chimico Méthodo !,UCZF1NhDSo2bVskqnJElbjYw,Education,fr,fr-FR,543,24,,,0,0,https://i.ytimg.com/vi/zGFK5D016OA/mqdefault.jpg,FR,Other
qhE9D8g2kWc,other,,Epreuve du brevet 2023 : quiz n°2 de 2 minutes pour réviser ses connaissances en sciences !,no,,no,1687593415,2023-06-24 07:06:55,Physico Chimico Méthodo !,UCZF1NhDSo2bVskqnJElbjYw,Education,fr,fr-FR,541,12,,,0,0,https://i.ytimg.com/vi/qhE9D8g2kWc/mqdefault.jpg,FR,Other
G7Di20Jjelw,other,,Bac 2023 - Spécialité Maths Métropole sujet 2 - Corrigé,no,,no,1679425641,2023-03-21 19:03:21,Maths&Apprendre,UCg9xYV-WFZVmVynRsNUrukg,Education,,fr,9571,97,,,0,10,https://i.ytimg.com/vi/G7Di20Jjelw/mqdefault.jpg,FR,Other
xx4z2Oa5vng,other,,Transplantation fécale & microbiote - Zoom sur la recherche participative,no,,no,1669993447,2022-12-02 15:12:07,DigesTeam,UCwiNBFpTUxWnYYkqK6f9QPw,Education,,,1084,21,,,0,3,https://i.ytimg.com/vi/xx4z2Oa5vng/mqdefault.jpg,FR,Other
lyqjFZ7f6Iw,other,,Documentary  Bee Happy  by Samy Corbaz | Thomas Richiger | Switzerland,no,,no,1647531986,2022-03-17 15:03:26,Virtual Studio Pictures,UCN_d_qM849G9HdImr-jlBoA,Pets & Animals,,fr,11805,247,,,0,25,https://i.ytimg.com/vi/lyqjFZ7f6Iw/mqdefault.jpg,FR,Other
eZi7iMKQTQc,other,,PODCAST | Les 3 étapes pour optimiser votre microbiote - Marion Kaplan,no,,no,1656259234,2022-06-26 16:06:34,Marion Kaplan & Vitaliseur de Marion,UCIBx5dQYsM4yh8Y8XR76pMg,Science & Technology,fr,fr,140239,3287,,,0,220,https://i.ytimg.com/vi/eZi7iMKQTQc/mqdefault.jpg,FR,Other
DxKMfMn2grM,other,,Guide de dépôt,no,,no,1690311388,2023-07-25 18:07:28,Régie de l’énergie du Canada,UCOP77SKPty083fa4UsUyEXQ,People & Blogs,,fr-CA,9,0,,,0,0,https://i.ytimg.com/vi/DxKMfMn2grM/mqdefault.jpg,FR,Other
ECIhbzsN-zo,other,,Haut-Karabagh : le retour des Azerbaïdjanais dans la ville stratégique de Latchine,no,,no,1690888797,2023-08-01 11:08:57,euronews (en français),UCW2QcKZiU8aUGg4yxCIditg,News & Politics,fr,fr,733,16,,,0,1,https://i.ytimg.com/vi/ECIhbzsN-zo/mqdefault.jpg,FR,Other
HpCAzTnLvTI,other,,QUE VOIR A ZAGREB EN 1 JOURNÉE (points de vue  lieux touristiques) I Vlog en Croatie,no,,no,1665327609,2022-10-09 15:10:09,Emmanuelle H,UClztH2gVD15BldLyB2KcnpQ,Travel & Events,,fr,1563,45,,,0,10,https://i.ytimg.com/vi/HpCAzTnLvTI/mqdefault.jpg,FR,Other
SpvNWcjFb0s,other,,Le Groupe Astek  partenaire de Make.org Foundation  accompagne l association Bouge ton Coq !,no,,no,1690209456,2023-07-24 14:07:36,Groupe Astek,UC2e1hGTQpy_qO0TMEf1FrKg,Science & Technology,,,36,0,,,0,,https://i.ytimg.com/vi/SpvNWcjFb0s/mqdefault.jpg,FR,Other
